uando começou a Guerra dos Bôeres na África do Sul em 1900?;No início de 1900, com a décima primeira semana da guerra.
;
Quando o Conselho de Ministros austríaco decidiu emitir um ultimato à Sérvia?;Em 14 de julho de 1914, um dia após receber relatório de que a Sérvia não tinha culpa pelo assassinato do arquiduque.
Qual era a convicção alemã sobre a reação russa ao ultimato austríaco?;A Alemanha acreditava que a Rússia não interviria, mesmo que a Áustria declarasse guerra.
Quando e onde foi entregue o ultimato austríaco à Sérvia?;Em Belgrado, no dia 23 de julho de 1914.
Quais exigências incluía o ultimato austríaco à Sérvia?;Condenação de propaganda anti-Áustria, criação de comissão conjunta para investigar o assassinato, punição de conspiradores e participação de oficiais austríacos nos julgamentos.
Qual foi a resposta da Sérvia ao ultimato?;Aceitou todas as exigências, exceto a participação de oficiais austríacos no julgamento, propondo submetê-la ao Tribunal Internacional de Haia.
Mesmo com a resposta conciliatória sérvia, o que a Alemanha pressionou a Áustria a fazer?;Atacar imediatamente a Sérvia antes que a Rússia pudesse intervir.
O que o kaiser pensou ao ler a resposta sérvia?;"Considerou que todas as razões para a guerra haviam sido removidas; apenas uma ocupação temporária de Belgrado seria suficiente."
Quando a Áustria declarou guerra à Sérvia e iniciou ataques em Belgrado?;Em 28 de julho de 1914, abrindo fogo no Danúbio.
Como o czar Nicolau II reagiu à declaração de guerra da Áustria à Sérvia?;Telegrafou ao kaiser pedindo que impedisse os austríacos de ir longe demais, tentando evitar guerra europeia.
O que a Alemanha exigiu da Rússia antes da guerra?;"Que cessasse qualquer medida de guerra contra Alemanha e Áustria em 12 horas; a Rússia rejeitou."
Qual foi a posição da França frente à possibilidade de guerra entre Alemanha e Rússia?;Recusou-se a permanecer neutra, mantendo aliança de dez anos com a Rússia.
O que a Alemanha exigiu da Bélgica em 2 de agosto de 1914?;Permitir a passagem de tropas alemãs pelo território para atacar a França, prometendo manter sua independência.
Qual foi a reação da Bélgica ao ultimato alemão?;Rejeitou a exigência e esperou pelas consequências.
Quando a Alemanha declarou guerra à França?;Na manhã de 3 de agosto de 1914, iniciando a invasão pela Bélgica.
Como o Reino Unido reagiu à violação da neutralidade belga?;Avisou a Alemanha que se suas tropas cruzassem a Bélgica, declararia guerra.
Quando o Reino Unido declarou guerra à Alemanha?;Às 23 horas do dia 4 de agosto de 1914, após o avanço alemão pela Bélgica.
O que aconteceu nos primeiros cinco meses da Primeira Guerra Mundial?;"As ofensivas iniciais das potências beligerantes fracassaram: o avanço alemão na França foi parado na Batalha do Marne; a Rússia sofreu derrota em Tannenberg; a Áustria não conseguiu derrotar a Sérvia."
Qual foi o impacto dos primeiros meses da guerra sobre as perdas humanas?;Criou o maior número de mortos entre guerras modernas até então, gerando muitos órfãos e viúvas. No final de 1914, cerca de 300 mil franceses e igual número de russos haviam morrido.
O que aconteceu no Natal de 1914 no Front Ocidental?;"Soldados britânicos e alemães interagiram na ""terra de ninguém"", tirando fotos e jogando futebol, em episódios de trégua espontânea."
Como os alemães reagiram no Front Oriental em 1915?;Reverteram suas derrotas iniciais e avançaram em direção à Polônia russa, enquanto os russos pressionavam o setor sul austro-húngaro.
Qual era a proposta de paz do ministro austríaco Czernin?;Argumentou que Áustria-Hungria e Alemanha haviam recuperado territórios e poderiam encerrar o conflito, mas Berlim não aceitou.
Qual foi a primeira ação militar britânica em 1915?;Tentar expulsar os alemães de Neuve Chapelle com intensa barragem de artilharia, mas sem sucesso.
Qual inovação militar alemã foi usada em abril de 1915?;O gás de cloro, usado para tentar romper linhas de trincheiras. Os primeiros atingidos foram soldados franceses africanos do Senegal.
Qual foi a reação britânica ao uso de gás pelos alemães?;O Reino Unido decidiu usar gás contra os alemães, mas a guerra de trincheiras continuou sem grandes avanços.
Qual estratégia britânica surgiu após o fracasso das ofensivas na Europa Ocidental?;Focar em um ataque contra a Turquia, aliada da Alemanha, visando abrir uma nova frente e aliviar a pressão sobre a Rússia.
Qual era o objetivo estratégico do ataque a Dardanelos?;Permitir acesso ao rio Danúbio e ao coração da Áustria, pressionar a Turquia e influenciar Estados neutros como Grécia, Bulgária, Romênia e Itália a se juntarem aos Aliados.
Quando ocorreu o primeiro ataque naval a Dardanelos e qual foi o resultado?;"Em 18 de março de 1915; a frota aliada encontrou campos minados, três navios afundaram e o ataque foi cancelado."
Quando e onde ocorreram os desembarques militares na península de Galípoli?;Em 25 de abril de 1915, no cabo Helles e na enseada de Anzac.
Quais foram os objetivos dos desembarques em Anzac e Helles e foram atingidos?;"Capturar terreno elevado e avançar até o mar de Mármara; os objetivos não foram totalmente atingidos devido à resistência turca."
Qual foi a consequência imediata dos desembarques em Galípoli para a Itália?;Reino Unido e França reconheceram as exigências territoriais da Itália sobre Áustria-Hungria e Turquia, atraindo-a para o lado dos Aliados.
Qual era o objetivo final dos britânicos e franceses em Galípoli?;Derrotar a Turquia e aliviar o Front Oriental, enquanto a Itália se preparava para atacar a Áustria-Hungria.
O que a população armênia na Turquia oriental esperava da guerra?;Que a vitória da Rússia sobre a Turquia levasse ao reconhecimento das aspirações nacionais armênias.
Quando começaram os massacres armênios e qual foi a extensão das mortes?;"Em 8 de abril de 1915; cerca de 600 mil mortos na Anatólia e mais 400 mil durante as deportações para Síria e Mesopotâmia."
Qual foi a reação internacional aos massacres armênios?;Em 24 de maio, os governos britânico, francês e russo emitiram denúncia pública, classificando os assassinatos como “crime contra a humanidade e a civilização”.
O que aconteceu com o navio Lusitania em 1915?;Afundado por um submarino alemão na costa da Irlanda, matando 1.198 passageiros, incluindo 128 americanos, seis dias após partir da viagem transatlântica.
Qual foi a resposta do presidente Wilson ao naufrágio do Lusitania?;Condenou o ato e exigiu desculpas da Alemanha, mas manteve a neutralidade americana.
O que aconteceu na Batalha de Aubers Ridge em 6 de maio de 1915?;"Ataque britânico fracassou devido à escassez de munição; 11 mil mortos britânicos e indianos, sem alcançar objetivos."
Quais mudanças políticas ocorreram no Reino Unido após Aubers Ridge?;Conservadores assumiram cargos estratégicos na direção da guerra, incluindo A. J. Balfour substituindo Churchill como responsável pela Marinha Real.
Qual nova arma os alemães utilizaram em julho de 1915 no Front Ocidental?;Lança-chamas, causando mortes imediatas e mantendo o impasse das trincheiras.
O que ocorreu nos desembarques em Suvla, Galípoli, em 6 de agosto de 1915?;"25 batalhões britânicos desembarcaram sem grande oposição; combate pesado se seguiu com turcos defendendo os cumes estratégicos, como Chunuk Bair e Koja Chemen Tepe."
Quem liderou o contra-ataque turco em Chunuk Bair?;Mustafa Kemal, promovido depois a general.
Qual foi o saldo da campanha de Galípoli?;"Após nove meses, 48 mil soldados britânicos, franceses, australianos e neozelandeses mortos; 66 mil turcos mortos; os cumes permaneceram sob controle turco."
O que aconteceu na Batalha de Loos em 25 de setembro de 1915?;"Ataque britânico com gás venenoso; 600 soldados alemães mortos, mas avanço interrompido pelas metralhadoras; alto número de baixas britânicas."
Que sinais de agitação interna ocorreram na Rússia em setembro de 1915?;"Soldados feridos protestaram contra retorno ao front; reservistas atacaram polícia em São Petersburgo; Lênin comentou sobre crescente espírito revolucionário."
Qual foi o resultado do avanço alemão em Vilna?;Capturaram Vilna, prendendo 22 mil soldados russos.
Qual foi a campanha britânica na Mesopotâmia em 1915?;"Avanço de Basra para Bagdá por tropas britânicas e indianas; enfrentaram calor extremo (46°C), mosquitos e saqueadores; Bagdá permaneceu invicta."
O que aconteceu na ofensiva austro-húngara contra a Sérvia em outubro de 1915?;"Belgrado foi capturada; Bulgária entrou na guerra; sérvios recuaram para Kosovo; 20 mil refugiados morreram no trajeto para o mar Adriático."
Qual foi a resposta dos aliados à invasão da Sérvia?;"Força expedicionária de 13 mil britânicos desembarcou em Salônica, seguida de reforço francês; não conseguiram romper as linhas búlgaras."
Por que a guerra continuou mesmo após a derrota da Sérvia?;"Áustria queria paz, mas dependia da aprovação da Alemanha; o Kaiser insistiu em continuar a guerra, confiante em vitória no leste e oeste."
Quais foram as primeiras iniciativas militares de 1916 pelas Potências Centrais?;"Áustria-Hungria conquistou Montenegro e a Albânia; avanço bem-sucedido no Front Oriental contra a Rússia."
O que aconteceu com as tropas britânicas e indianas em Kut, Mesopotâmia?;"Após tentativas frustradas de romper o cerco, as tropas sitiadas renderam-se; mais de 11 mil prisioneiros foram maltratados, com milhares mortos na marcha para o norte."
Qual era a situação interna na Rússia em 1916?;"Greves e agitação antiguerra aumentaram; 10 mil trabalhadores entraram em greve em Nikolayev, e 45 mil portuários em São Petersburgo."
Quais tensões internas existiam na Áustria-Hungria?;"Crescente cansaço da guerra e aspirações nacionais; Praga reprimiu tchecos falando a língua local; general Conrad von Hötzendorf defendia a paz."
Qual era o plano alemão para o Front Ocidental em 1916?;Ataque à fortaleza francesa de Verdun para desgastar o exército francês (“sangrar até a morte”), liderado pelo general Falkenhayn.
Quando começou o ataque alemão a Verdun e quem liderou a defesa francesa?;"Em 21 de fevereiro de 1916; general Pétain comandou a defesa."
Qual decisão foi tomada pelo Reichstag em 28 de março de 1916?;Aprovação da guerra submarina irrestrita para enfraquecer o Reino Unido.
Quem foi Sir Roger Casement e qual foi sua tentativa na Irlanda?;"Nacionalista irlandês recrutado pelos alemães para formar uma Brigada Irlandesa; falhou; tentou obter armamento para a Revolta da Páscoa, foi preso e executado."
Qual foi o resultado da Revolta da Páscoa em Dublin?;"Rebeldes resistiram por uma semana; 64 mortos, mais de 200 civis, 100 soldados/policiais mortos; 15 líderes fuzilados; Eamon de Valera poupado."
Qual foi a maior iniciativa naval alemã desde o início da guerra e seu resultado?;"Ataque a navios mercantes aliados na Noruega com 103 navios; enfrentou 51 navios britânicos; mais de 6 mil marinheiros britânicos e 2.551 alemães mortos; bloqueio britânico permaneceu."
O que ocorreu no Front Ocidental com o gás fosgênio em Verdun?;"Gás “Cruz Verde” dizimou uma divisão francesa (5 mil homens); alemães não tinham suprimento suficiente para continuar."
Quando começou a Batalha do Somme e qual foi o resultado do primeiro dia (1º de julho)?;"Ataque britânico começou em 1º de julho de 1916; mais de 20 mil mortos britânicos e mil oficiais; batalhão da Terra Nova perdeu 710 dos 810 homens; nenhuma ruptura significativa das linhas alemãs."
Qual foi o impacto do ataque britânico no Somme para Verdun?;Transferência de dezenas de milhares de soldados alemães de Verdun para o Somme, aliviando a pressão francesa.
Quais avanços russos ocorreram no Front Oriental em julho-agosto de 1916?;"Cruzaram de volta para a Áustria-Hungria; fizeram 40 mil prisioneiros austríacos; outros 7 mil austríacos e 3.500 alemães capturados."
Qual foi a situação do exército austro-húngaro?;Problemas de comunicação com 23 línguas diferentes no exército, causando desorganização e dificuldade de comando.
Quando a Romênia entrou na guerra e por quê?;Em 27 de agosto de 1916, motivada por ganhos territoriais prometidos pelos Aliados: Transilvânia, Bucovina e Banat.
Quem assumiu o comando alemão em substituição a Falkenhayn?;"Marechal de campo Paul von Hindenburg, com assistente general Ludendorff; aumentaram produção de armas e assumiram controle das Potências Centrais."
Como as Potências Centrais reagiram à entrada da Romênia na guerra?;"Bulgária declarou guerra e avançou junto com tropas alemãs; bombardeio aéreo sobre Bucareste; ofensiva britânica no Somme não desviou tropas alemãs."
Quando os tanques foram usados pela primeira vez e como funcionavam?;"Em 10 de setembro de 1916, no Somme; veículos blindados com esteiras podiam romper arames farpados e cruzar trincheiras, protegendo a infantaria que avançava atrás."
Quais líderes britânicos se feriram durante o primeiro uso de tanques?;"Raymond Asquith morreu; Harold Macmillan foi ferido e precisou de muletas até o fim da guerra."
Qual foi o resultado da sexta ofensiva italiana pelo rio Isonzo?;"Aproximadamente 5 km conquistados em frente de 24 km; 50 mil soldados austríacos capturados; custo italiano: 20 mil mortos."
Quando Bucareste foi capturada pelas tropas alemãs?;Em 6 de dezembro de 1916, encerrando a campanha romena.
O que Woodrow Wilson propôs em sua nota de paz de 20 de dezembro de 1916?;Ideias para encerrar a guerra, proteção das nações pequenas, evitar alianças rivais, e a formação de uma “liga de todas as nações” para preservar a paz.
Como os beligerantes reagiram à proposta de paz de Wilson?;"Todos rejeitaram; novos líderes, como Lloyd George e o czar, defenderam a continuação da guerra."
Quais eram os objetivos territoriais da Rússia durante a guerra?;"Anexar Constantinopla e os Dardanelos; continuar a guerra até a “vitória completa”."
Como diferentes grupos nacionais se posicionaram para o mundo pós-guerra?;"Sérvios buscavam apoio britânico para a Iugoslávia; tchecos buscavam independência; sionistas queriam lar nacional judeu; poloneses buscavam autonomia ou independência; belgas resistiam à incorporação alemã."
Quando a Alemanha iniciou a guerra submarina irrestrita em 1917?;"Em 1º de fevereiro; primeiro navio americano torpedeado na costa sudoeste do Reino Unido, tripulação salva, carga perdida."
Quais problemas enfrentava a Rússia em 1917 antes da Revolução de Fevereiro?;"Mais de 1 milhão mortos, 1 milhão hospitalizados, 1 milhão desertores; greves e insatisfação popular; falta de equipamentos e experiência militar."
Quando e como começou a greve Putilov em Petrogrado?;"Em 3 de março (18 de fevereiro no calendário russo); entre 200 mil e 300 mil trabalhadores em greve, protestando contra a autocracia e a guerra."
O que ocorreu nos dias 10 a 14 de março de 1917 em Petrogrado?;"Tropas czaristas se recusaram a reprimir manifestações; líderes formaram Governo Provisório; Soviete de Petrogrado emitiu a Ordem Número 1, controlando armas e abolindo saudações aos oficiais."
Quem liderava o Soviete e os bolcheviques nesse período?;"Mencheviques dominavam o Soviete, com Aleksandr Kerenski no Governo Provisório; bolcheviques (como Lênin) em minoria pediam fim da guerra e ditadura do proletariado."
Quando e por que o czar Nicolau II abdicou?;Em 15 de março de 1917, pressionado pelos comandantes militares, que duvidavam que o exército pudesse continuar a guerra sob seu reinado.
Qual foi a situação do exército russo após a abdicação do czar?;"Divisões inteiras se rendendo ou confraternizando com inimigos; 30 mil desertores chegavam a Kiev diariamente; motins espalhavam-se pelo Front Ocidental francês."
Qual foi a primeira participação efetiva de soldados americanos na guerra?;Chegaram à França no fim de maio de 1917, ainda em número pequeno e sem participação completa nos combates.
Qual ofensiva britânica marcou o início da Batalha de Messines-Wytschaete?;"Explosão de 19 minas, matando 10 mil soldados alemães, aprisionando 7 mil, incluindo jovens oficiais como Anthony Eden; pilotos alemães incluíam Hermann Goering, que abateu seu primeiro avião."
Quais eram as idades de Anthony Eden e Hermann Goering durante a Batalha de Messines?;"Anthony Eden: 20 anos; Hermann Goering: 24 anos."
Qual estratégia os Aliados usaram para proteger navios mercantes do ataque de submarinos alemães em 1917?;Instituíram o sistema de comboio, onde navios de guerra protegiam grupos de navios mercantes cruzando o Atlântico juntos.
Quando ocorreu o primeiro comboio transatlântico e qual foi seu resultado?;"1º de julho de 1917; apenas um navio mercante foi perdido, e o restante completou a travessia sem incidentes."
O que aconteceu na ofensiva de verão russa iniciada em 1º de julho por Brusilov?;"Capturaram 17 mil austríacos e Drohobycz, mas foram detidos por contra-ataques alemães e austríacos; milhares de soldados russos desertaram."
Quem se tornou primeiro-ministro da Rússia em 7 de julho de 1917?;Aleksandr Kerenski, que tentou motivar os soldados a continuar a guerra sem sucesso.
Como o Reichstag alemão tentou influenciar a guerra em 1917 e qual foi a reação?;"Aprovou resolução de paz pedindo esforços por um acordo; o novo chanceler Georg Michaelis rejeitou que o Reichstag decidisse sobre paz durante a guerra."
Quando começou a Terceira Batalha de Ypres e qual foi seu objetivo?;"31 de julho de 1917; objetivo inicial: capturar o vilarejo de Passchendaele, a cerca de 7 km do início."
Quais dificuldades naturais afetaram a ofensiva de Passchendaele?;Chuvas intensas transformaram o campo de batalha em lama líquida, prendendo homens e cavalos e dificultando o avanço.
Quais foram as perdas estimadas na Terceira Batalha de Ypres?;"Britânicos/Império Britânico: 62-66 mil mortos; alemães: 83 mil mortos."
Como o Reino Unido reagiu ao avanço alemão na Itália em Caporetto?;Enviou duas divisões britânicas para apoiar os italianos, mesmo sendo vitais para o Front Ocidental.
Qual era a situação do exército russo e da população em novembro de 1917?;"Tropas russas desertavam, confrontavam ordens do Governo Provisório e eram influenciadas pelos bolcheviques; greves e fraternização com alemães enfraqueciam o esforço de guerra."
O que fez Arthur Balfour em 2 e 3 de novembro de 1917 para tentar fortalecer o apoio judeu à guerra?;Declarou apoio britânico a um lar nacional judeu na Palestina e pediu aos líderes sionistas em Londres que incentivassem os judeus russos a apoiar os Aliados.
Como os bolcheviques retomaram Petrogrado em novembro de 1917?;"Em 6 de novembro, recuperaram prensas e centros de comunicação; Lênin chegou a Smolny; ocupação de edifícios estratégicos ocorreu sem derramamento de sangue."
Quando Lênin assumiu oficialmente o governo e como?;"8 de novembro de 1917, como presidente do Conselho dos Comissários do Povo; bolcheviques tomaram o Palácio de Inverno e Moscou ocupou o Kremlin."
Qual foi o primeiro decreto de Lênin após assumir o poder?;Decreto de Paz, distribuído a 4 milhões de soldados, permitindo que retornassem para casa.
O que ocorreu na ofensiva britânica em Cambrai, em 20 de novembro de 1917?;"Uso de 376 tanques para romper cercas triplas de arame; avanço de 8 km, captura de 7 mil alemães, mas reforços alemães impediram a tomada de Cambrai."
Quando e qual foi o resultado do cessar-fogo no Front Oriental?;"1º de dezembro de 1917; fim da guerra russa, dissolução do Império Czarista e declaração de independência da Estônia, Finlândia e Letônia."
Quais territórios estavam sendo perdidos pelo Império Otomano e aliados?;"Turquia: perdeu Bagdá (11 de março) e Jerusalém (9 de dezembro); revolta árabe expulsou turcos da Arábia."
Por que Lloyd George iniciou negociações secretas com austríacos e turcos?;"Para tentar separar Áustria e Turquia da Alemanha e explorar o enfraquecimento russo; as negociações fracassaram."
O que Woodrow Wilson apresentou em 8 de janeiro de 1918 e qual era seu objetivo?;Os Catorze Pontos, estabelecendo uma ideologia democrática e liberal como base para o mundo pós-guerra.
Quando e onde ocorreram as negociações de paz entre bolcheviques e Alemanha, e por que foram interrompidas?;"Brest-Litovsk, em 17 de fevereiro de 1918; os termos alemães eram muito duros, incluindo anexações de Polônia, Lituânia e sul da Letônia."
Quando o Tratado de Brest-Litovsk foi assinado e quais territórios a Rússia perdeu?;"3 de março de 1918; perdeu Polônia, Bálticos, Finlândia, Bessarábia, Ucrânia e Cáucaso, perdendo 1/3 da população, terras aráveis, carvão e quase todo o petróleo."
Qual era o plano de Ludendorff para a ofensiva alemã em 21 de março de 1918?;Provocar cisão entre britânicos e franceses, empurrar britânicos para o Canal da Mancha e chegar a Paris.
Quem foi encarregado de coordenar as forças aliadas após o avanço alemão em março de 1918?;O marechal Foch.
Qual ofensiva alemã começou em 9 de abril de 1918 e qual foi a tática utilizada?;Ataque ao Saliente de Ypres com 2 mil toneladas de gás, incapacitando 8 mil soldados britânicos.
Quando os americanos participaram pela primeira vez em força significativa no Saliente de Saint Mihiel?;"20 de abril de 1918; inicialmente recuaram por surpresa do gás, mas depois estabilizaram a linha."
Quais motins internos afetaram a Áustria-Hungria em maio de 1918?;"Soldados eslovenos, rutenos, sérvios e tchecos exigiram independência e fim da guerra; alguns foram reprimidos com execuções e prisões."
Quando ocorreu a primeira ofensiva americana em Cantigny e qual foi seu impacto?;"28 de maio de 1918; 4 mil soldados americanos atacaram e repeliram sete contra-ataques alemães, elevando moral aliado."
Qual ofensiva alemã começou em 7 de junho de 1918 e qual foi seu resultado inicial?;"Ataque em massa com 15 mil toneladas de gás; linha rompida, 8 mil prisioneiros alemães e avanço de 8 km."
O que aconteceu em 30 de junho de 1918 no front francês?;"Ataque francês com novo tipo de tanque de 5,5 toneladas; 1 mil prisioneiros alemães capturados."
Quem criou a “linha de frente falsa” em julho de 1918 e qual era seu propósito?;"Pétain; o objetivo era desviar o gás alemão e preservar as trincheiras reais, dificultando o avanço inimigo."
Quando Foch iniciou o contra-ataque aliado em 1918 e qual foi o resultado nos quatro primeiros dias?;"18 de julho; linha alemã rompida, 30 mil alemães mortos."
Qual foi o papel de Douglas MacArthur em julho de 1918?;Observou a carnificina no campo de batalha e comentou sobre a visão dos corpos nos arames farpados, testemunhando a brutalidade da guerra.
Quais futuros líderes americanos participaram das ofensivas de setembro de 1918?;George S. Patton Jr., George C. Marshall e Harry S. Truman.
Quando foi concedido o armistício aos búlgaros e qual era seu contexto?;"19 de setembro de 1918; tropas búlgaras amotinaram-se e começaram retirada após ordens de resistir aos Aliados."
O que ocorreu na ofensiva aliada de 26 a 28 de setembro de 1918 no Front Ocidental?;"Ataque francês e americano capturou 23 mil prisioneiros alemães; britânicos tomaram Passchendaele, capturando 37 mil prisioneiros."
Quem foi o novo chanceler alemão em 2 de outubro de 1918 e qual era sua posição sobre a guerra?;"Príncipe Max von Baden; inicialmente queria continuar a guerra, mas foi pressionado a buscar armistício."
Por que a Alemanha enviou pedido de armistício a Wilson em outubro de 1918 e qual foi a resposta?;"Tentativa de encerrar a guerra sem perdas territoriais; Wilson exigiu evacuação completa dos territórios ocupados para qualquer armistício."
Quais fatores demonstravam que a Alemanha estava prestes a colapsar em outubro de 1918?;"Escassez de munição, cavalos e oficiais; desertos massivos; príncipes e líderes alertando para a necessidade de paz."
O que ocorreu em 25 de outubro de 1918 no Império Habsburgo?;O conde Michael Karolyi criou o Conselho Nacional Húngaro em Budapeste, iniciando a separação completa entre Áustria e Hungria.
Quando os turcos iniciaram negociações de armistício e com quem?;Em 26 de outubro de 1918, a bordo de um navio de guerra britânico.
Qual foi a decisão do imperador Carlos da Áustria em relação à guerra em 27 de outubro de 1918?;Pediu paz separada e armistício imediato, afirmando que seu povo não podia nem queria continuar a guerra.
Quando a Áustria-Hungria solicitou armistício aos Aliados e quais novos Estados surgiram?;"28 de outubro de 1918; Estado tcheco independente foi proclamado em Praga."
Quando foi assinado o armistício anglo-turco e qual foi a consequência militar imediata?;"30 de outubro de 1918; os Aliados capturaram os fortes dos Dardanelos e todas as tropas alemãs e austro-húngaras na Turquia tiveram um mês para voltar para casa."
Que nova ofensiva americana começou em 2 de novembro de 1918 e qual era a inovação bélica usada?;Nova ofensiva no Front Ocidental, usando gás mostarda pela primeira vez.
O que aconteceu com as tropas alemãs de reserva próximas a Metz em 3 de novembro de 1918?;Amotinaram-se e se recusaram a seguir para o front, mostrando a incapacidade da Alemanha de continuar a guerra.
Que evento marcou a República Socialista da Baviera em 7 de novembro de 1918?;Kurt Eisner proclamou o estabelecimento da República Socialista da Baviera em Munique.
O que ocorreu em 8 de novembro de 1918 na Alemanha quanto ao kaiser e ao príncipe Max?;"Negociadores alemães chegaram a Compiègne; príncipe Max tentou preservar a monarquia, anunciando abdicação do kaiser, mas o kaiser ainda não havia renunciado."
Quem assumiu a Chancelaria alemã após a renúncia do príncipe Max em 9 de novembro de 1918?;Friedrich Ebert, líder socialista, assumiu a Chancelaria.
O que os espartaquistas proclamaram em Berlim em 9 de novembro de 1918?;Estabelecimento da República Soviética Alemã, liderados por Karl Liebknecht.
Quando o kaiser alemão decidiu abdicar e para onde se dirigiu?;Na manhã de 10 de novembro de 1918, dirigiu-se ao exílio na Holanda.
Quando foi assinado o armistício alemão e que hora marcou o fim da Primeira Guerra Mundial?;"11 de novembro de 1918; entrou em vigor às 11h da manhã, conhecida como a “11ª hora do 11º dia do 11º mês”."
Quem foi a última baixa registrada da Primeira Guerra Mundial?;George Price, recruta canadense, morto por franco-atirador alemão dois minutos antes do armistício entrar em vigor.
Quantos mortos tiveram os Aliados e as Potências Centrais na Primeira Guerra Mundial?;"Aliados: mais de 5 milhões; Potências Centrais: 3,5 milhões."
Qual epidemia devastou o mundo após o fim da guerra e qual foi sua mortalidade?;"Epidemia de gripe de 1918; matou 12 milhões de pessoas no mundo, 6 milhões na Índia, e mais soldados americanos de gripe do que em combate."
Quantos soldados americanos morreram em combate versus em acidentes de carro em 1917-1918?;"Mortos em combate: 48.909; mortos em acidentes de carro: 55.985."
Quem foi Rosa Luxemburgo e qual foi sua posição durante a revolução em Berlim em 6 de janeiro de 1919?;"Líder do Movimento Espartaquista; alertou para não tomar o poder, pois o movimento não tinha apoio suficiente."
O que aconteceu com a Revolução Espartaquista em Berlim em 6 de janeiro de 1919?;"Multidão tomou prédios públicos, hasteou a bandeira vermelha, proclamou uma República Soviética alemã; o exército leal a Friedrich Ebert reprimiu a revolução, executando 1.200 pessoas, incluindo Karl Liebknecht e Rosa Luxemburgo."
Quando e onde se reuniu a Assembleia Nacional alemã e qual foi seu objetivo?;"6 de fevereiro de 1919, em Weimar; elaborou a constituição da República de Weimar, garantindo liberdades individuais e sufrágio universal para maiores de 20 anos."
Quem foi o primeiro presidente da República de Weimar?;Friedrich Ebert.
Quem era Kurt Eisner e o que ocorreu com ele em Munique?;"Líder do Partido Social-Democrata da Baviera; assassinado em 21 de fevereiro de 1919 por Anton von Arco Valley, um aristocrata de direita."
Quem liderou a Primeira República Socialista da Baviera em 6 de abril de 1919?;Ernst Toller, poeta e dramaturgo.
O que aconteceu durante a Segunda República Soviética da Baviera?;"Liderada por Eugen Leviné; tropas de Berlim chegaram em 1º de maio, suprimindo o regime comunista; 142 prisioneiros da Guarda Vermelha e 44 civis foram fuzilados; Leviné foi executado, Toller condenado a cinco anos de prisão."
Que organização internacional foi criada em Paris após a Primeira Guerra Mundial?;A Liga das Nações, que supervisionou os “territórios mandatados” para os vencedores.
Quais territórios foram mandatados à França e ao Reino Unido?;França: Síria e Líbano. Reino Unido: Mesopotâmia (Iraque), Palestina (com divisão em Transjordânia e Palestina ocidental para o “Lar Nacional Judeu”).
Qual era a situação da Renânia após o Tratado de Versalhes?;"Território soberano alemão, sem forças militares nem fortificações; lembrete simbólico da derrota."
Que perdas territoriais e econômicas a Alemanha sofreu com o Tratado de Versalhes?;13% do território, 12% da população, 16% da produção de carvão e 48% da produção de aço.
Qual foi a cláusula mais odiada pelos alemães no Tratado de Versalhes?;Artigo 231, a cláusula de “culpa da guerra”, responsabilizando Alemanha e aliados por todos os danos e perdas, incluindo reparações econômicas.
O que ocorreu com a frota alemã ancorada em Scapa Flow?;Afundada em 21 de junho de 1919, incluindo 74 navios de guerra, como protesto contra as condições do Tratado de Versalhes.
Quais outros tratados complementaram Versalhes e suas principais disposições?;"Tratado de Neuilly: Bulgária cede Trácia à Grécia, Iugoslávia adquire Macedônia, limitações militares e reparações. Tratado de Saint Germain: Áustria perde territórios para Itália, Romênia, Polônia, Tchecoslováquia; limitações militares e proibição de unificação com Alemanha. Tratado de Trianon: Hungria perde Transilvânia para Romênia, Eslováquia e Rutênia para Tchecoslováquia, Croácia e Banat para Iugoslávia; severas perdas territoriais e econômicas."
Quem foi Béla Kun e qual foi sua trajetória na Hungria pós-guerra?;"Líder comunista húngaro; promoveu revolução em 22 de março de 1919, perdeu poder diante do exército romeno em agosto, renunciou e os romenos impuseram pesadas reparações à Hungria."
Qual foi o impacto das ocupações romenas em Budapeste após a derrota de Béla Kun?;"Impuseram metade das locomotivas e vagões, um terço dos rebanhos e maquinário agrícola da Hungria; comunistas perseguidos e executados."
"Quem eram os ""vermelhos"" e os ""brancos"" na Rússia pós-guerra?";Vermelhos eram bolcheviques e brancos eram antibolcheviques liderados por ex-generais czaristas.
Quantos soldados aliados apoiaram os brancos e quais nacionalidades estavam envolvidas?;180 mil soldados aliados incluindo britânicos, franceses, americanos, sérvios, tchecos, gregos, italianos, finlandeses, poloneses, coreanos e japoneses.
O que Denikin fez no sul da Rússia?;Avançou a partir do Cáucaso e Ucrânia com apoio cossaco, esperando chegar a Moscou.
Qual era a situação no oeste da Rússia sob Yudenich?;Garantia controle da região báltica, libertou Estônia e maior parte da Letônia, mas não reconhecia independência.
O que ocorreu na Sibéria com Kolchak?;Avançava para o Volga, mas foi forçado a recuar várias centenas de quilômetros.
Como Nestor Makhno atrapalhou Denikin?;Dispôs seu exército de camponeses contra Denikin, tomando junções da ferrovia para si.
Qual foi a estratégia de Lênin contra Yudenich e Denikin?;Ordenou contraataques do Exército Vermelho, expulsou Yudenich de Petrogrado e autorizou trégua militar com poloneses para golpear Denikin.
O que era a Satyagraha de Gandhi?;Protesto pacífico na Índia envolvendo jejum, boicotes, greves, manifestações e hartal para fechar comércios e evitar trabalho.
