Indonésia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-da-indonesia/@@images/image;;;Irã;"Relação: 1903 (reativada 1975). Comércio: Aprox. US$ 3 bi (volátil/sanções). Brasil exporta carnes, milho e soja; importa ureia e pedras preciosas.";;;
Irã;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-islamica-do-ira/@@images/image;;;Iraque;"Relação: 1967. Comércio: Aprox. US$ 3 bi. Brasil exporta carnes (frango/halal), açúcar e máquinas; importa petróleo.";;;
Iraque;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-do-iraque/@@images/image;;;Irlanda;"Relação: 1974 (reativada). Comércio: Aprox. US$ 3 bi. Brasil exporta soja, café e aviões; importa químicos, medicamentos e equipamentos médicos.";;;
Irlanda;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/irlanda/@@images/image;;;Islândia;"Relação: 1946. Comércio: Baixo (aprox. US$ 30 mi). Brasil exporta soja e minério; importa pescados e equipamentos de pesca.";;;
Islândia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-da-islandia/@@images/image;;;Israel;"Relação: 1949. Comércio: Aprox. US$ 3,5 bi. Brasil exporta carnes, soja, café e minério; importa equipamentos de defesa, máquinas e químicos.";;;
Israel;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/estado-de-israel/@@images/image;;;Itália;"Relação: 1861 (unificação italiana). Comércio: Aprox. US$ 10 bi. Brasil exporta soja, café, minério e carnes; importa máquinas, químicos, roupas e calçados.";;;
Itália;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-italiana/@@images/image;;;Jamaica;"Relação: 1962. Comércio: Baixo (aprox. US$ 50 mi). Brasil exporta aviões, carnes e açúcar; importa combustíveis e equipamentos.";;;
Jamaica;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/jamaica/@@images/image;;;Japão;"Relação: 1895 (reativada 1952). Comércio: Aprox. US$ 12 bi. Brasil exporta minério, soja, café e carnes; importa automóveis, peças, eletrônicos e químicos.";;;
Japão;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/japao/@@images/image;;;Jordânia;"Relação: 1959. Comércio: Aprox. US$ 300 mi. Brasil exporta carnes (frango/halal) e açúcar; importa fertilizantes e fosfatos.";;;
Jordânia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/reino-haxemita-da-jordania/@@images/image;;;Kiribati;Relação: 2005. Comércio: Muito baixo (< US$ 1 mi).;;;
Kiribati;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-de-kiribati/@@images/image;;;Kuwait;"Relação: 1963. Comércio: Aprox. US$ 2 bi. Brasil exporta proteínas (frango/halal), veículos e açúcar; importa petróleo e fertilizantes.";;;
Kuwait;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/estado-do-kuwait/@@images/image;;;Laos;Relação: 1995. Comércio: Baixo (aprox. US$ 10 mi). Brasil exporta carnes e calçados.;;;
Laos;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-democratica-popular-do-laos/@@images/image;;;Lesoto;Relação: 1971. Comércio: Muito baixo (< US$ 3 mi).;;;
Lesoto;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/reino-do-lesoto/@@images/image;;;Letônia;"Relação: 1992 (independência soviética). Comércio: Baixo (aprox. US$ 100 mi). Brasil exporta café e soja; importa equipamentos e madeira.";;;
Letônia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-da-letonia/@@images/image;;;Líbano;Relação: 1945. Comércio: Aprox. US$ 200 mi. Brasil exporta açúcar, carnes e café (grande comunidade libanesa no Brasil).;;;
Líbano;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-libanesa/@@images/image;;;Libéria;Relação: 1962. Comércio: Muito baixo (< US$ 10 mi). Relacionado a navios e borracha.;;;
Libéria;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-da-liberia/@@images/image;;;Líbia;Relação: 1969 (reativada pós-Khadafi). Comércio: Baixo (aprox. US$ 50 mi). Comércio afetado pela guerra civil.;;;
Líbia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/libia/@@images/image;;;Liechtenstein;Relação: 1990. Comércio: Baixo (aprox. US$ 30 mi). Comércio focado em máquinas de alta precisão e produtos odontológicos.;;;
Liechtenstein;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/principado-de-liechtenstein/@@images/image;;;Lituânia;"Relação: 1992 (independência soviética). Comércio: Baixo (aprox. US$ 200 mi). Brasil exporta café, soja e tabaco; importa fertilizantes e móveis.";;;
Liga dos Estados Árabes;(Não há imagem definida no HTML para este item);;;Luxemburgo;"Relação: 1886. Comércio: Baixo (aprox. US$ 60 mi). Brasil exporta café e soja; importa máquinas e equipamentos de aço.";;;
Lituânia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-da-lituania/@@images/image;;;Macedônia do Norte;Relação: 1994 (nome resolvido em 2019). Comércio: Baixo (aprox. US$ 20 mi).;;;
Luxemburgo;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/grao-ducado-de-luxemburgo/@@images/image;;;Madagascar;"Relação: 1960. Comércio: Baixo (aprox. US$ 50 mi). Brasil exporta máquinas e aviões; importa baunilha e minérios.";;;
Macedônia do Norte;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-da-macedonia-do-norte/@@images/image;;;Malásia;"Relação: 1959. Comércio: Aprox. US$ 4 bi. Brasil exporta soja, açúcar, carnes e minério; importa óleo de palma, eletrônicos e borracha.";;;
Madagascar;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-de-madagascar/@@images/image;;;Malawi;Relação: 1965. Comércio: Muito baixo (< US$ 10 mi).;;;
Malásia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/malasia/@@images/image;;;Maldivas;Relação: 1987. Comércio: Baixo (aprox. US$ 15 mi). Brasil exporta carnes e açúcar.;;;
Malawi;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-do-malawi/@@images/image;;;Mali;Relação: 1964. Comércio: Muito baixo (< US$ 10 mi).;;;
Maldivas;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-das-maldivas/@@images/image;;;Malta;"Relação: 1975. Comércio: Baixo (aprox. US$ 100 mi). Brasil exporta café e soja; importa componentes eletrônicos.";;;
Mali;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-do-mali/@@images/image;;;Marrocos;"Relação: 1961. Comércio: Aprox. US$ 2 bi. Brasil exporta açúcar, carnes, soja e café; importa fertilizantes e peixes.";;;
Malta;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-de-malta/@@images/image;;;Maurício;Relação: 1972. Comércio: Baixo (aprox. US$ 30 mi). Brasil exporta carnes e açúcar.;;;
Marrocos;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/reino-do-marrocos/@@images/image;;;Mauritânia;Relação: 1975. Comércio: Muito baixo (< US$ 5 mi).;;;
Maurício;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-de-mauricio/@@images/image;;;México;"Relação: 1830. Comércio: Aprox. US$ 14 bi. Brasil exporta carros, peças, químicos e aviões; importa automóveis, máquinas, eletrônicos e cerveja.";;;
Mauritânia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-islamica-da-mauritania/@@images/image;;;Micronésia;Relação: 2006. Comércio: Muito baixo (< US$ 1 mi).;;;
México;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/estados-unidos-mexicanos/@@images/image;;;Moçambique;"Relação: 1975 (independência). Comércio: Aprox. US$ 300 mi (Crescente). Brasil exporta açúcar, carne e máquinas; importa gás natural (futuro) e alumínio.";;;
Micronésia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/estados-federados-da-micronesia/@@images/image;;;Moldova;Relação: 1992. Comércio: Muito baixo (aprox. US$ 10 mi).;;;
Moçambique;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-de-mocambique/@@images/image;;;Mônaco;Relação: 1998. Comércio: Baixo (aprox. US$ 5 mi). Relacionado a luxo e serviços financeiros.;;;
Moldova;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-da-moldova/@@images/image;;;Mongólia;Relação: 1974. Comércio: Muito baixo (< US$ 5 mi).;;;
Mônaco;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/principado-de-monaco/@@images/image;;;Montenegro;Relação: 2006 (independência). Comércio: Muito baixo (< US$ 2 mi).;;;
Mongólia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/mongolia/@@images/image;;;Myanmar (Birmânia);Relação: 1962 (reativada). Comércio: Baixo (aprox. US$ 10 mi). Relações afetadas por sanções.;;;
Montenegro;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/montenegro/@@images/image;;;Namíbia;Relação: 1990 (independência). Comércio: Baixo (aprox. US$ 20 mi).;;;
Myanmar;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/uniao-de-myanmar/@@images/image;;;Nauru;Relação: 2005. Comércio: Muito baixo (< US$ 1 mi).;;;
Namíbia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-da-namibia/@@images/image;;;Nepal;Relação: 1960. Comércio: Muito baixo (< US$ 5 mi).;;;
Nauru;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-de-nauru/@@images/image;;;Nicarágua;Relação: 1850 (reativada). Comércio: Baixo (aprox. US$ 40 mi).;;;
Nepal;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-democratica-federal-do-nepal/@@images/image;;;Níger;Relação: 1975. Comércio: Muito baixo (< US$ 5 mi).;;;
Nicarágua;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-da-nicaragua/@@images/image;;;Nigéria;"Relação: 1960 (independência). Comércio: Aprox. US$ 5 bi (maior na África Subsaariana). Brasil exporta carnes, açúcar e aeronaves; importa petróleo bruto.";;;
Níger;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-do-niger/@@images/image;;;Noruega;"Relação: 1905 (independência norueguesa). Comércio: Aprox. US$ 2 bi. Brasil exporta soja, café e minério; importa fertilizantes, peixes e petróleo.";;;
Nigéria;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-federal-da-nigeria/@@images/image;;;Nova Zelândia;"Relação: 1964. Comércio: Aprox. US$ 1,5 bi. Brasil exporta aviões, café e calçados; importa laticínios, carneiro e madeira.";;;
Noruega;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/reino-da-noruega/@@images/image;;;Omã;"Relação: 1976. Comércio: Aprox. US$ 200 mi. Brasil exporta proteínas (frango), veículos e açúcar; importa petróleo e fertilizantes.";;;
Nova Zelândia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/nova-zelandia/@@images/image;;;Ordem de Malta;Relação: 1990. Comércio: Entidade soberana. Comércio focado em cooperação humanitária e medicamentos.;;;
Omã;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/sultanato-de-oma/@@images/image;;;Países Baixos;"Relação: 1826. Comércio: Aprox. US$ 15 bi (porta de entrada na UE). Brasil exporta soja, café, carne e minério; importa máquinas e químicos.";;;
Ordem Soberana e Militar de Malta;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/ordem-soberana-e-militar-de-malta/@@images/image;;;Palau;Relação: 2008. Comércio: Muito baixo (< US$ 1 mi).;;;
Países Baixos;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/reino-dos-paises-baixos/@@images/image;;;Palestina;Relação: 2010 (reconhecimento). Comércio: Baixo (aprox. US$ 10 mi). Comércio simbólico (madeira, têxteis).;;;
Palau;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-de-palau/@@images/image;;;Panamá;"Relação: 1903 (independência). Comércio: Aprox. US$ 2 bi. Brasil exporta aviões, carnes e combustíveis; importa medicamentos e eletrônicos (Plataforma logística).";;;
Palestina;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/estado-da-palestina/@@images/image;;;Papua Nova Guiné;Relação: 1986. Comércio: Muito baixo (aprox. US$ 3 mi).;;;
Panamá;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-do-panama/@@images/image;;;Paquistão;"Relação: 1948. Comércio: Aprox. US$ 1 bi. Brasil exporta soja, açúcar e algodão; importa arroz, roupas, couro e têxteis.";;;
Papua Nova Guiné;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/estado-independente-da-papua-nova-guine/@@images/image;;;Paraguai;"Relação: 1844. Comércio: Aprox. US$ 7 bi (Mercosul). Brasil exporta máquinas, aviões e plásticos; importa energia elétrica (Itaipu), soja e milho.";;;
Paquistão;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-islamica-do-paquistao/@@images/image;;;Peru;"Relação: 1826. Comércio: Aprox. US$ 6 bi. Brasil exporta máquinas, plásticos e aviões; importa cobre, petróleo e ouro.";;;
Paraguai;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-do-paraguai/@@images/image;;;Polônia;"Relação: 1920 (reativada 1945). Comércio: Aprox. US$ 4 bi. Brasil exporta soja, café e carnes; importa máquinas, móveis e equipamentos.";;;
Peru;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-do-peru/@@images/image;;;Portugal;"Relação: 1825 (independência do Brasil). Comércio: Aprox. US$ 5 bi (laços históricos). Brasil exporta aviões, café, soja e carnes; importa azeite, vinhos e máquinas.";;;
Polônia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-da-polonia/@@images/image;;;Quênia;"Relação: 1970. Comércio: Aprox. US$ 200 mi. Brasil exporta açúcar, carnes e máquinas; importa chá, café e flores.";;;
Portugal;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-portuguesa/@@images/image;;;Quirguistão;Relação: 1993. Comércio: Muito baixo (< US$ 5 mi).;;;
Quênia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-do-quenia/@@images/image;;;Reino Unido;"Relação: 1826. Comércio: Aprox. US$ 8 bi (pós-Brexit). Brasil exporta soja, café, minério, carnes e aviões; importa máquinas, químicos e bebidas.";;;
Quirguistão;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-quirguiz/@@images/image;;;Rep. Centro-Africana;Relação: 1960. Comércio: Muito baixo (< US$ 1 mi).;;;
Reino Unido;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/reino-unido-da-gra-bretanha-e-irlanda-do-norte/@@images/image;;;República Dominicana;"Relação: 1907. Comércio: Aprox. US$ 500 mi. Brasil exporta aviões, carnes e plásticos; importa medicamentos, tecidos e cacau.";;;
República Centro-Africana;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-centro-africana/@@images/image;;;República Tcheca;"Relação: 1993 (divisão da Tchecoslováquia). Comércio: Aprox. US$ 800 mi. Brasil exporta café, soja e calçados; importa máquinas, equipamentos e veículos.";;;
República Dominicana;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-dominicana/@@images/image;;;Romênia;"Relação: 1926 (reativada 1974). Comércio: Baixo (aprox. US$ 350 mi). Brasil exporta café, carnes e soja; importa trigo, cevada e equipamentos.";;;
República Tcheca;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-tcheca/@@images/image;;;Ruanda;Relação: 1972. Comércio: Muito baixo (aprox. US$ 5 mi).;;;
Romênia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/romenia/@@images/image;;;Rússia;"Relação: 1828 (Império). Comércio: Aprox. US$ 10 bi (sanções). Brasil exporta soja, carne, café e açúcar; importa fertilizantes e combustíveis.";;;
Ruanda;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-de-ruanda/@@images/image;;;Samoa;Relação: 1985. Comércio: Muito baixo (< US$ 1 mi).;;;
Rússia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/federacao-da-russia/@@images/image;;;San Marino;Relação: 2002. Comércio: Muito baixo (< US$ 2 mi).;;;
Samoa;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/estado-independente-da-samoa/@@images/image;;;Santa Lúcia;Relação: 1980. Comércio: Muito baixo (< US$ 2 mi).;;;
San Marino;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-de-san-marino/@@images/image;;;Santa Sé (Vaticano);Relação: 1808 (Núncio Apostólico no Brasil). Comércio: Entidade religiosa. Comércio simbólico (publicações, artes).;;;
Santa Lúcia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/santa-lucia/@@images/image;;;São Cristóvão e Névis;Relação: 1984. Comércio: Muito baixo (< US$ 1 mi).;;;
Santa Sé (Vaticano);https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/santa-se-vaticano/@@images/image;;;São Tomé e Príncipe;Relação: 1975 (independência). Comércio: Baixo (aprox. US$ 5 mi). Forte cooperação técnica.;;;
São Cristóvão e Névis;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/federacao-de-sao-cristovao-e-nevis/@@images/image;;;São Vicente e Granadinas;Relação: 1980. Comércio: Muito baixo (< US$ 2 mi).;;;
São Tomé e Príncipe;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-democratica-de-sao-tome-e-principe/@@images/image;;;Seicheles;Relação: 1978. Comércio: Muito baixo (aprox. US$ 3 mi).;;;
São Vicente e Granadinas;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/sao-vicente-e-granadinas/@@images/image;;;Senegal;"Relação: 1962. Comércio: Baixo (aprox. US$ 40 mi). Brasil exporta máquinas e açúcar; importa peixes e fertilizantes.";;;
Seicheles;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-das-seicheles/@@images/image;;;Serra Leoa;Relação: 1965. Comércio: Muito baixo (< US$ 2 mi).;;;
Senegal;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-do-senegal/@@images/image;;;Sérvia;"Relação: 1946 (Iugoslávia). Comércio: Baixo (aprox. US$ 60 mi). Brasil exporta café, soja e tabaco; importa frutas e equipamentos.";;;
Serra Leoa;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-de-serra-leoa/@@images/image;;;Singapura;"Relação: 1967. Comércio: Aprox. US$ 3 bi (hub asiático). Brasil exporta ouro, soja e café; importa máquinas, eletrônicos e petróleo.";;;
Sérvia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-da-servia/@@images/image;;;Síria;Relação: 1946 (independência). Comércio: Baixo (aprox. US$ 30 mi). Comércio afetado pela guerra civil.;;;
Singapura;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-de-singapura/@@images/image;;;Somália;Relação: 1960. Comércio: Praticamente nulo (Guerra civil).;;;
Síria;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-arabe-da-siria/@@images/image;;;Sri Lanka;"Relação: 1952. Comércio: Aprox. US$ 150 mi. Brasil exporta açúcar, algodão e máquinas; importa chá e roupas.";;;
Somália;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-federal-da-somalia/@@images/image;;;Sudão;Relação: 1961. Comércio: Baixo (aprox. US$ 20 mi). Comércio afetado por conflitos.;;;
Sri Lanka;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-socialista-democratica-do-sri-lanka/@@images/image;;;Sudão do Sul;Relação: 2011 (independência). Comércio: Muito baixo (< US$ 1 mi).;;;
Sudão;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-do-sudao/@@images/image;;;Suécia;"Relação: 1826. Comércio: Aprox. US$ 2,5 bi. Brasil exporta café, soja e minério; importa máquinas, equipamentos e químicos.";;;
Sudão do Sul;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-do-sudao-do-sul/@@images/image;;;Suíça;"Relação: 1906. Comércio: Aprox. US$ 5 bi. Brasil exporta ouro, café e soja; importa máquinas, medicamentos e produtos químicos.";;;
Suécia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/reino-da-suecia/@@images/image;;;Suriname;"Relação: 1975 (independência). Comércio: Baixo (aprox. US$ 300 mi). Brasil exporta máquinas, aviões e alimentos; importa ouro e madeira.";;;
Suíça;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/confederacao-suica/@@images/image;;;Tailândia;"Relação: 1959. Comércio: Aprox. US$ 6 bi. Brasil exporta soja, carnes, café e minério; importa automóveis, peças, borracha e eletrônicos.";;;
Suriname;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-do-suriname/@@images/image;;;Tajiquistão;Relação: 1993. Comércio: Muito baixo (< US$ 2 mi).;;;
Tailândia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/reino-da-tailandia/@@images/image;;;Tanzânia;"Relação: 1964. Comércio: Baixo (aprox. US$ 60 mi). Brasil exporta máquinas, aviões e açúcar; importa pedras preciosas e tabaco.";;;
Tajiquistão;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-do-tajiquistao/@@images/image;;;Timor-Leste;Relação: 2002 (independência). Comércio: Baixo (aprox. US$ 10 mi). Forte cooperação técnica e cultural.;;;
Tanzânia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-unida-da-tanzania/@@images/image;;;Togo;"Relação: 1960. Comércio: Baixo (aprox. US$ 30 mi). Brasil exporta carnes, açúcar e óleos; importa algodão e fosfatos.";;;
Timor-Leste;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-democratica-de-timor-leste/@@images/image;;;Tonga;Relação: 1983. Comércio: Muito baixo (< US$ 1 mi).;;;
Togo;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-togolesa/@@images/image;;;Trinidad e Tobago;"Relação: 1970. Comércio: Baixo (aprox. US$ 200 mi). Brasil exporta carnes, calçados e aviões; importa gás natural e asfalto.";;;
Tonga;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/reino-de-tonga/@@images/image;;;Tunísia;"Relação: 1956. Comércio: Aprox. US$ 200 mi. Brasil exporta açúcar, soja e carnes; importa fertilizantes e azeite.";;;
Trinidad e Tobago;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-de-trinidad-e-tobago/@@images/image;;;Turcomenistão;Relação: 1993. Comércio: Muito baixo (< US$ 5 mi).;;;
Tunísia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-da-tunisia/@@images/image;;;Turquia;"Relação: 1927 (República Turca). Comércio: Aprox. US$ 6 bi. Brasil exporta soja, minério, café e carnes; importa veículos, máquinas e produtos têxteis.";;;
Turcomenistão;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/turcomenistao/@@images/image;;;Tuvalu;Relação: 2005. Comércio: Muito baixo (< US$ 1 mi).;;;
Turquia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-da-turquia/@@images/image;;;Ucrânia;"Relação: 1918 (reativada 1992). Comércio: Aprox. US$ 2 bi (guerra). Brasil exporta soja, carnes e café; importa fertilizantes e minério de ferro.";;;
Tuvalu;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/tuvalu/@@images/image;;;Uganda;Relação: 1970. Comércio: Baixo (aprox. US$ 10 mi).;;;
Ucrânia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/ucrania/@@images/image;;;União Europeia;Relação: Bloco. Comércio: MAIOR PARCEIRO ECONÔMICO (aprox. US$ 90 bi em bens). Parceria estratégica.;;;
Uganda;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-de-uganda/@@images/image;;;Uruguai;"Relação: 1828. Comércio: Aprox. US$ 5 bi (Mercosul). Brasil exporta máquinas, plásticos e veículos; importa arroz, malte, carne e laticínios.";;;
União Africana e Organismos Regionais Africanos;(Não há imagem definida no HTML para este item);;;Uzbequistão;Relação: 1993. Comércio: Muito baixo (< US$ 5 mi).;;;
União Europeia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/uniao-europeia/@@images/image;;;Vanuatu;Relação: 2010. Comércio: Muito baixo (< US$ 1 mi).;;;
Uruguai;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-oriental-do-uruguai/@@images/image;;;Venezuela;"Relação: 1835. Comércio: Aprox. US$ 2 bi (crítico). Brasil exporta máquinas, alimentos e produtos químicos; importa petróleo e minérios.";;;
Uzbequistão;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-do-uzbequistao/@@images/image;;;Vietnã;"Relação: 1989. Comércio: Aprox. US$ 7 bi (crescendo). Brasil exporta soja, carnes, algodão e máquinas; importa eletrônicos, têxteis e calçados.";;;
Vanuatu;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-de-vanuatu/@@images/image;;;Zâmbia;Relação: 1964. Comércio: Baixo (aprox. US$ 20 mi).;;;
Venezuela;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-bolivariana-da-venezuela/@@images/image;;;Zimbábue;Relação: 1980. Comércio: Baixo (aprox. US$ 15 mi).;;;
Vietnã;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-socialista-do-vietna/@@images/image;;;;;;;
Zâmbia;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-da-zambia/@@images/image;;;;;;;
Zimbábue;https://www.gov.br/mre/pt-br/assuntos/relacoes-bilaterais/todos-os-paises/republica-de-zimbabue/@@images/image;;;;;;;
