"1. Substantivos terminados em ""s"", ""ss"", ""sh"", ""ch"", ""x"" e ""z"" formam o plural adicionando apenas ""s"".";"Falso - Adiciona-se ""es"". Exemplo: bus → buses."
"12. ""Which"" não pode ser usado em orações explicativas.";"ERRADO - ""Which"" pode ser usado em orações explicativas."
13. Em orações relativas definidas, usamos vírgulas antes do pronome relativo.;ERRADO - Não usamos vírgulas em orações relativas definidas.
14. Em orações relativas não-definidas, usamos vírgulas para separar o pronome relativo.;CERTO
"15. ""This is the person who I met yesterday"" está correto.";"ERRADO - O correto é ""This is the person whom I met yesterday""."
"16. ""Maria, who is very intelligent, lives near the mall"" é um exemplo de oração relativa não-definida.";CERTO
"17. ""I met the girl whose brother is a doctor"" está correto.";CERTO
"18. ""The book which is on the table is mine"" é um exemplo de oração relativa definidora.";CERTO
19. Em orações relativas definidoras, a informação não é essencial para identificar o sujeito.;ERRADO - A informação é essencial em orações relativas definidoras.
"20. ""I know the man that called you yesterday"" está correto.";CERTO
"21. ""The movie, which is very interesting, won several awards"" é uma oração relativa não-definida.";CERTO
"22. ""This is the shop where I bought my shoes"" está correto.";CERTO
"23. ""The place which we visited yesterday is very beautiful"" é uma oração relativa não-definida.";ERRADO - É uma oração relativa definidora.
"24. ""She is the person whose car was stolen"" está correto.";CERTO
"25. ""I met the man which I told you about"" está correto.";"ERRADO - O correto é ""I met the man whom I told you about""."
"1. ""Who"" é usado para pessoas, tanto como sujeito quanto como objeto.";CERTO
"2. ""Whom"" é usado para pessoas como sujeito, com preposição antes.";"ERRADO - ""Whom"" é usado como objeto, com preposição antes."
"3. ""Whose"" é um pronome relativo que indica posse.";CERTO
"4. ""Which"" é usado para coisas ou animais, tanto como sujeito quanto como objeto.";CERTO
"5. ""That"" pode ser usado para pessoas, animais ou objetos.";CERTO
"6. ""Where"" é usado para indicar lugares.";CERTO
"7. ""One"" e ""You"" podem ser usados como pronomes impessoais para indicar qualquer pessoa.";CERTO
"8. ""One"" é mais informal do que ""You"" quando usado de forma impessoal.";"ERRADO - ""One"" é mais formal do que ""You""."
9. O adjetivo em inglês sempre concorda com o substantivo em gênero e número.;ERRADO - O adjetivo em inglês não concorda em gênero e número com o substantivo.
"10. ""Good"" é um exemplo de adjetivo que pode ser usado antes do substantivo.";CERTO
11. Quando o adjetivo é predicado, ele vem antes do substantivo.;ERRADO - Quando é predicado, o adjetivo vem depois do substantivo.
12. A ordem dos adjetivos em inglês deve ser: número > opinião > tamanho > forma > idade > cor > origem > material > substantivo.;CERTO
"13. A palavra ""big"" vem antes de ""old"" quando ambos são usados para descrever um substantivo.";ERRADO - A ordem correta é: número > opinião > tamanho > forma > idade > cor > origem > material > substantivo.
"14. Em comparação de superioridade, usa-se ""more"" antes de adjetivos polissílabos.";CERTO
15. Para formar o comparativo de adjetivos monossílabos, adiciona-se -er ao final do adjetivo.;CERTO
"16. O comparativo de ""tall"" é ""taller than"".";CERTO
"17. O comparativo de ""pretty"" é ""prettier than"".";CERTO
"18. Se um adjetivo termina em ""e"", adiciona-se apenas ""r"" para formar o comparativo.";CERTO
"19. O comparativo de ""intelligent"" é ""more intelligent than"".";CERTO
"20. O comparativo de ""big"" é ""bigger than"".";CERTO
"21. O comparativo de ""hot"" é ""hotter than"".";CERTO
"22. ""The more expensive the more difficult to buy"" é um exemplo de comparativo de superioridade.";CERTO
"23. O comparativo de ""small"" é ""smallest than"".";"ERRADO - O comparativo de ""small"" é ""smaller than""."
"24. ""The colder and colder"" é uma forma de expressar comparativo de superioridade.";CERTO
"25. A frase ""the more expensive the more difficult to buy"" significa que algo é mais barato e mais fácil de comprar.";ERRADO - Significa que quanto mais caro, mais difícil de comprar.
"1. O comparativo de igualdade é formado com ""as + adjetivo + as"".";CERTO
"2. O comparativo de inferioridade é formado com ""less + adjetivo"".";CERTO
"3. O superlativo de inferioridade é formado com ""the more + adjetivo"".";"ERRADO - O superlativo de inferioridade é formado com ""the least + adjetivo""."
"4. O comparativo negativo de igualdade é formado com ""not so + adjetivo + as"".";CERTO
"5. Adjetivos dissílabos com terminações como -al, -ed, -ful, -ic, -ous formam o comparativo e superlativo com ""more... than"" ou ""the most"".";CERTO
"6. O comparativo de ""useful"" é ""more useful than"".";CERTO
"7. O superlativo de monossílabos e dissílabos é formado com ""-est"".";CERTO
"8. O superlativo de ""wise"" é ""the wisest"".";CERTO
"9. O superlativo de ""dry"" é ""the driest"".";CERTO
"10. O comparativo de ""hot"" é ""the hottest"".";CERTO
"11. O superlativo de ""intelligent"" é ""the most intelligent"".";CERTO
"12. O comparativo de ""good"" é ""the best"".";"ERRADO - O comparativo de ""good"" é ""better than""."
"13. O comparativo de ""bad"" é ""the worst"".";"ERRADO - O comparativo de ""bad"" é ""worse than""."
"14. O comparativo de ""far"" é ""the farthest"".";CERTO
"15. Adjetivos com sufixo ""-ing"" descrevem como as pessoas se sentem.";"ERRADO - Adjetivos com ""-ing"" descrevem o que causa o sentimento."
"16. ""Surprised"" é um adjetivo formado com o sufixo ""-ed"" e descreve como alguém se sente.";CERTO
"17. ""Boring"" descreve algo que causa tédio.";CERTO
"18. O adjetivo possessivo ""my"" concorda com o possuidor.";CERTO
"19. ""His"" é um adjetivo possessivo que concorda com o objeto possuído.";"ERRADO - ""His"" concorda com o possuidor, não com o objeto possuído."
"20. ""Their"" é um adjetivo possessivo que indica posse por várias pessoas.";CERTO
"21. ""Its"" é usado para indicar posse de um objeto ou coisa.";CERTO
"22. O superlativo de ""small"" é ""the smallest"".";CERTO
"23. O superlativo de ""famous"" é ""the more famous"".";"ERRADO - O superlativo de ""famous"" é ""the most famous""."
"24. ""The best"" é o comparativo de ""good"".";"ERRADO - ""The best"" é o superlativo de ""good""."
"25. O comparativo de ""pretty"" é ""prettier than"".";CERTO
1. Adjective clauses são usadas para clarificar a quem ou a que nos referimos.;CERTO
"2. ""The dog that is on the left is a poodle"" é um exemplo de uma Adjective Clause.";CERTO
"3. ""The students who eat a good breakfast do better in class"" é um exemplo de Adjective Clause.";CERTO
"4. O adjetivo ""afraid"" pede a preposição ""of"".";CERTO
"5. O adjetivo ""content"" pede a preposição ""on"".";"ERRADO - O adjetivo ""content"" pede a preposição ""with""."
"6. ""Confident of"" significa ""confiante em"".";CERTO
"7. ""Different from"" é usado para expressar ""diferente de"".";CERTO
"8. O adjetivo ""generous"" pede a preposição ""with"".";"ERRADO - O adjetivo ""generous"" pede a preposição ""to""."
"9. ""Capable of"" significa ""capaz de"".";CERTO
"10. ""Nervous about"" indica que a pessoa está ""nervosa com relação a algo"".";CERTO
"11. O adjetivo ""similar"" pede a preposição ""to"".";CERTO
"12. ""Interested in"" significa ""interessado em"".";CERTO
"13. O adjetivo ""guilty"" pede a preposição ""about"".";"ERRADO - O adjetivo ""guilty"" pede a preposição ""of""."
"14. ""Proud of"" significa ""orgulhoso de"".";CERTO
"15. ""Bound to"" significa ""obrigado; destinado a"".";CERTO
"16. ""The man who is sitting in front is my uncle"" é um exemplo de Adjective Clause.";CERTO
"17. O adjetivo ""different"" pede a preposição ""than"".";"ERRADO - O adjetivo ""different"" pede a preposição ""from""."
"18. ""Ready for"" é usado para indicar ""pronto para"".";CERTO
"19. ""Tired of"" significa ""cansado de"".";CERTO
"20. O adjetivo ""sensitive"" pede a preposição ""to"".";CERTO
"21. ""Dependent on"" significa ""dependente de"".";CERTO
"22. O adjetivo ""independent"" pede a preposição ""for"".";"ERRADO - O adjetivo ""independent"" pede a preposição ""of""."
"23. ""The teacher who is speaking is very kind"" é um exemplo de Adjective Clause.";CERTO
"24. O adjetivo ""wise"" pede a preposição ""of"".";"ERRADO - O adjetivo ""wise"" pede a preposição ""in""."
"25. ""Wealthy in"" significa ""rico em"".";CERTO
"1. ""About"" significa ""sobre"" ou ""a respeito de"".";CERTO
"2. ""Above"" significa ""abaixo de"".";"ERRADO - ""Above"" significa ""acima de""."
"3. ""Across"" significa ""através de"".";CERTO
"4. ""After"" significa ""antes de"".";"ERRADO - ""After"" significa ""depois de""."
"5. ""Against"" significa ""ao longo de"".";"ERRADO - ""Against"" significa ""contra""."
"6. ""Along"" significa ""ao longo de"".";CERTO
"7. ""Amidst"" significa ""no meio de"".";CERTO
"8. ""Among"" é usado para indicar ""entre dois elementos"".";"ERRADO - ""Among"" é usado para indicar ""entre mais de dois elementos""."
"9. ""Around"" significa ""ao redor de"".";CERTO
"10. ""At"" significa ""em, à(s)"".";CERTO
"11. ""Before"" significa ""depois de"".";"ERRADO - ""Before"" significa ""antes de""."
"12. ""Behind"" significa ""à frente de"".";"ERRADO - ""Behind"" significa ""atrás de""."
"13. ""Below"" significa ""acima de"".";"ERRADO - ""Below"" significa ""abaixo de""."
"14. ""Beneath"" significa ""debaixo de"".";CERTO
"15. ""Beside"" significa ""ao lado de"".";CERTO
"16. ""Besides"" significa ""além de"".";CERTO
"17. ""Between"" é usado para indicar ""entre dois elementos"".";CERTO
"18. ""Beyond"" significa ""além de"".";CERTO
"19. ""By"" significa ""por, de, junto de"".";CERTO
"20. ""Despite"" significa ""apesar de"".";CERTO
"21. ""Down"" significa ""para cima"".";"ERRADO - ""Down"" significa ""para baixo""."
"22. ""During"" significa ""durante"".";CERTO
"23. ""For"" significa ""para, por"".";CERTO
"24. ""From"" significa ""em"".";"ERRADO - ""From"" significa ""de""."
"25. ""In"" significa ""em, dentro de"".";CERTO
"1. ""According to"" significa ""de acordo com"".";CERTO
"2. ""Along with"" significa ""longe de"".";"ERRADO - ""Along with"" significa ""junto com""."
"3. ""As far as"" significa ""até"".";CERTO
"4. ""As to"" significa ""quanto a"".";CERTO
"5. ""At the foot of"" significa ""ao pé de"".";CERTO
"6. ""By means of"" significa ""por meio de"".";CERTO
"7. ""By the side of"" significa ""ao lado de"".";CERTO
"8. ""Far from"" significa ""longe de"".";CERTO
"9. ""For want of"" significa ""por falta de"".";CERTO
"10. ""For the sake of"" significa ""pelo amor de"".";CERTO
"11. ""In the midst of"" significa ""em meio a"".";CERTO
"12. ""In front of"" significa ""em frente de"".";CERTO
"13. ""In presence of"" significa ""na presença de"".";"ERRADO - A forma correta é ""in the presence of""."
"14. ""In spite of"" significa ""a despeito de"".";CERTO
"15. ""In place of"" significa ""no lugar de"".";CERTO
"16. ""Instead of"" significa ""em vez de"".";CERTO
"17. ""In consequence of"" significa ""em consequência de"".";CERTO
"18. ""On behalf of"" significa ""em nome de"".";CERTO
"19. ""In favor of"" significa ""a favor de"".";CERTO
"20. ""About"" pode significar ""a respeito de"".";CERTO
"21. ""Above"" pode significar ""mais do que"" ou ""maior do que"".";CERTO
"22. ""Across"" indica movimento ou extensão sobre uma superfície.";CERTO
"23. ""After"" pode significar ""atrás de"" em alguns contextos.";CERTO
"24. ""Against"" pode indicar oposição ou contradição.";CERTO
"25. ""Amidst"" é usado apenas para situações literárias.";"ERRADO - ""Amidst"" também pode ser usado para descrever objetos no meio de outros."
"1. ""At"" pode ser usado para indicar tempo, como em ""I wake up at seven o’clock"".";CERTO
"2. ""At"" é usado antes de séculos, anos, meses, semanas e dias.";"ERRADO - ""At"" não é usado antes de anos, meses, semanas e dias."
"3. ""Before"" pode ser usado para indicar prioridade de tempo.";CERTO
"4. ""Before"" significa ""diante de"" quando usado para indicar posição.";CERTO
"5. ""Behind"" pode significar que um objeto está inferior a outro.";"RARO - ""Behind"" indica posição atrás de outro objeto, não inferioridade."
"6. ""Below"" pode ser usado para indicar inferioridade em classe.";CERTO
"7. ""Beneath"" é usado para indicar diferença de dignidade.";CERTO
"8. ""Beside"" significa ""além de"" ou ""além disso"".";"ERRADO - ""Besides"" significa ""além de"", e ""Beside"" significa ""ao lado de""."
"9. ""Between"" é usado para indicar a posição entre duas pessoas ou objetos.";CERTO
"10. ""By"" pode ser usado para indicar o agente na voz passiva, como em ""This picture was painted by Van Gogh"".";CERTO
"11. ""By"" pode ser usado para indicar o instrumento ou meio, como em ""She was known by her handwriting"".";CERTO
"12. ""By"" pode indicar sucessão ou ordem, como em ""We went in one by one"".";CERTO
"13. ""By"" é usado para indicar distância, como em ""We live by the hill"".";CERTO
"14. ""By"" é usado para indicar conclusão dentro de um período, como em ""The house will be painted by Christmas"".";CERTO
"15. ""By"" com pronome reflexivo significa ""sozinho"", como em ""He was by himself"".";CERTO
"16. ""By"" pode ser usado em juramentos, como em ""By my honor!"".";CERTO
"17. ""By night"" significa ""à luz do dia"".";"ERRADO - ""By night"" significa ""de noite""."
"18. ""By the way"" significa ""a propósito"".";CERTO
"19. ""By land"" significa ""por terra"".";CERTO
"20. ""By heart"" significa ""de cor"".";CERTO
"21. ""By no means"" significa ""de modo nenhum"".";CERTO
"22. ""By sight"" significa ""de vista"".";CERTO
"23. ""By sea"" significa ""por mar"".";CERTO
"24. ""By chance"" significa ""por acaso"".";CERTO
"25. ""At once"" significa ""de uma vez"" ou ""já"".";CERTO
"1. ""From"" é usado para indicar origem de tempo ou lugar, como em ""I am from Germany"".";CERTO
"2. ""In"" pode ser usado para indicar um período de tempo, como em ""Her uncle died in May 1991"".";CERTO
"3. ""For"" é usado para indicar a duração de tempo ou espaço, como em ""We traveled for five weeks"".";CERTO
"4. ""For"" também pode ser usado com preços, como em ""I bought this book for 10 reais"".";CERTO
"5. ""Into"" é usado para indicar movimento para fora de algo.";"ERRADO - ""Into"" é usado para indicar movimento para dentro de algo."
"6. ""Near"" é usado para indicar proximidade, como em ""He lives near the beach"".";CERTO
"7. ""Of"" pode ser usado para indicar a relação de posse, como em ""A glass of water"".";CERTO
"8. ""Off"" pode ser usado para indicar separação ou distância, como em ""Take off your hat"".";CERTO
"9. ""On"" é usado para indicar posição sobre uma superfície, como em ""Put the bottle on the sink"".";CERTO
"10. ""Out of"" é usado para indicar que o objeto está dentro de um espaço.";"ERRADO - ""Out of"" é usado para indicar que o objeto está fora de um espaço."
"11. ""Over"" é usado para indicar movimento sobre algo, como em ""He jumped over the gate"".";CERTO
"12. ""Since"" é usado para indicar o ponto de origem no tempo, como em ""We have been studying since two o’clock"".";CERTO
"13. ""Through"" pode ser usado para indicar movimento ou passagem por dentro de algo, como em ""We walked through the park"".";CERTO
"14. ""Throughout"" é usado para indicar a extensão de um lugar, como em ""Throughout the country"".";CERTO
"15. ""Till"" pode ser usado para indicar o período até o qual a ação dura, como em ""I will remain here till New Year"".";CERTO
"16. ""To"" é usado para indicar movimento para algo ou alguém, como em ""He returned to his country"".";CERTO
"17. ""To"" pode ser usado figurativamente, como em ""To count to twenty"".";CERTO
"18. ""Off"" indica o movimento para dentro de algo.";"ERRADO - ""Off"" indica separação ou distância."
"19. ""In"" pode ser usado com verbos de movimento, como em ""She went in the room"".";"ERRADO - ""In"" é usado com verbos de repouso, não de movimento."
"20. ""Since"" pode ser usado para indicar um período de tempo, como em ""He has been working since two hours"".";"ERRADO - ""Since"" indica ponto de origem no tempo, não duração."
"21. ""Out of"" pode ser usado para indicar que algo está dentro de um espaço.";"ERRADO - ""Out of"" indica que algo está fora de um espaço."
"22. ""By"" pode ser usado com expressão ""by heart"", significando ""de cor"".";CERTO
"23. ""By the way"" significa ""de uma forma ou modo"".";"ERRADO - ""By the way"" significa ""a propósito""."
"24. ""Into"" pode ser usado figurativamente, como em ""She burst into tears"".";CERTO
"25. ""To"" pode ser usado para indicar uma distância em movimento, como em ""I will walk to the park"".";CERTO
"1. ""Towards"" é usado para indicar movimento em direção a algo, mas não necessariamente atingindo o alvo, como em ""We drove towards downtown"".";CERTO
"2. ""Under"" indica a posição de um objeto debaixo de outro, como em ""We sat down under a tree"".";CERTO
"3. ""Up"" é usado para indicar movimento de uma posição superior para uma inferior, como em ""We went up the hill"".";"ERRADO - ""Up"" indica movimento de uma posição inferior para uma superior."
"4. ""With"" pode ser usado para indicar companhia de alguém ou algo, como em ""I was with my boyfriend"".";CERTO
"5. ""With"" também pode ser usado para indicar o meio ou instrumento usado na ação, como em ""He killed his enemy with a gun"".";CERTO
"6. ""Within"" indica posição ou tempo dentro de limites, como em ""Within a few days"".";CERTO
"7. ""Without"" pode ser usado para indicar ausência ou falta de algo, como em ""A man without honor"".";CERTO
"8. ""Without"" significa ""com"", como em ""He works without his friends"".";"ERRADO - ""Without"" significa ""sem""."
"9. ""Under"" é usado para indicar movimento para baixo, como em ""He jumped under the table"".";"ERRADO - ""Under"" indica posição debaixo de algo, não movimento."
"10. ""Up"" pode ser usado para indicar movimento para cima, como em ""We went up the hill"".";CERTO
"11. ""Towards"" pode ser usado para indicar uma relação com alguém, como em ""She is a good mother towards her children"".";CERTO
"12. ""Without"" é usado para indicar presença de algo, como em ""You speak without cause"".";"ERRADO - ""Without"" indica ausência ou falta de algo."
"13. ""With"" pode ser usado para indicar o meio ou instrumento de uma ação, como em ""He wrote with a pen"".";CERTO
"14. ""Within"" pode ser usado para indicar tempo dentro de um limite, como em ""Within a few days"".";CERTO
"15. ""Under"" pode ser usado para indicar que algo está em uma posição inferior, como em ""His pencil fell under the desk"".";CERTO
"16. ""Up"" é usado para indicar movimento para baixo, como em ""We climbed up the mountain"".";"ERRADO - ""Up"" é para indicar movimento para cima."
"17. ""Without"" pode ser usado para indicar ausência de algo, como em ""He acted without fear"".";CERTO
"18. ""Under"" pode ser usado para indicar que algo está abaixo de outro objeto, como em ""His pencil fell under the desk"".";CERTO
"19. ""Towards"" é usado para indicar movimento de uma pessoa em direção a outra.";"ERRADO - ""Towards"" é usado para indicar movimento em direção a algo, não necessariamente a outra pessoa."
"20. ""With"" pode ser usado para indicar a presença de algo, como em ""I live with my family"".";CERTO
"21. ""Without"" significa ""com"", como em ""You speak without reason"".";"ERRADO - ""Without"" significa ""sem"", não ""com""."
"22. ""Within"" pode ser usado para indicar espaço dentro de um lugar, como em ""Within the walls of the city"".";CERTO
"23. ""Towards"" pode ser usado para indicar a posição de um objeto em relação a outro.";"ERRADO - ""Towards"" indica movimento, não posição."
"24. ""Up"" é usado para indicar um movimento para uma posição inferior.";"ERRADO - ""Up"" indica movimento para uma posição superior."
"25. ""Without"" pode ser usado para indicar que algo foi feito de forma rápida, como em ""Do it without delay"".";CERTO
"1. ""I am"" pode ser contraído para ""I’m"".";CERTO
"2. ""You are"" pode ser contraído para ""Y’are"".";"ERRADO - A forma correta é ""You're""."
"3. ""He is not"" pode ser contraído para ""He'sn’t"".";"ERRADO - A forma correta é ""He isn't""."
"4. ""We are not"" pode ser contraído para ""We ain't"".";"ERRADO - A forma correta é ""We aren't""."
"5. ""They were"" no passado não pode ser contraído.";"ERRADO - ""They were"" pode ser contraído para ""They’re"" no contexto de afirmações, mas não no passado."
"6. ""I am not"" pode ser contraído para ""I’mn't"".";"ERRADO - A forma correta é ""I’m not""."
"7. ""You are not"" pode ser contraído para ""You ain't"".";"ERRADO - A forma correta é ""You aren't""."
"8. ""He was not"" pode ser contraído para ""He wasn't"".";CERTO
"9. ""Is it?"" é uma forma interrogativa do presente do verbo ""to be"".";CERTO
"10. ""Are we?"" é uma forma interrogativa do presente do verbo ""to be"".";CERTO
"11. ""Was I?"" é uma forma interrogativa do passado do verbo ""to be"".";CERTO
"12. ""They were not"" pode ser contraído para ""They weren't"".";CERTO
"13. ""She was not"" pode ser contraído para ""She ain't"".";"ERRADO - A forma correta é ""She wasn't""."
"14. ""He is"" no presente pode ser contraído para ""He’s"".";CERTO
"15. ""It was not"" pode ser contraído para ""It wasn't"".";CERTO
"16. ""I was"" no passado pode ser contraído para ""I’m"".";"ERRADO - ""I was"" não pode ser contraído para ""I’m""."
"17. ""You were"" no passado pode ser contraído para ""You’re"".";"ERRADO - ""You were"" no passado não pode ser contraído para ""You’re""."
"18. ""He’s"" é uma forma contraída do presente do verbo ""to be"".";CERTO
"19. ""We aren’t"" é uma forma contraída do passado do verbo ""to be"".";"ERRADO - ""We aren't"" é do presente, não do passado."
"20. ""They are"" no presente pode ser contraído para ""They’re"".";CERTO
"21. ""I wasn’t"" é uma forma contraída do passado do verbo ""to be"".";CERTO
"22. ""He isn't"" é a forma negativa do verbo ""to be"" no presente.";CERTO
"23. ""She was"" no passado pode ser contraído para ""She’s"".";"ERRADO - ""She was"" não pode ser contraído para ""She’s""."
"24. ""It is"" no presente pode ser contraído para ""It’s"".";CERTO
"25. ""We weren’t"" é uma forma contraída do passado do verbo ""to be"".";CERTO
"1. ""I sleep"" está correto no Presente Simples.";CERTO
"2. ""She sleep"" está correto no Presente Simples.";"ERRADO - A forma correta é ""She sleeps""."
"3. ""He goes"" é a forma correta no Presente Simples para o verbo ""go"".";CERTO
"4. ""They works"" está correto no Presente Simples.";"ERRADO - A forma correta é ""They work""."
"5. ""My father do not work"" está correto no Presente Simples.";"ERRADO - A forma correta é ""My father does not work""."
"6. ""She plays tennis"" está correto no Presente Simples.";CERTO
"7. ""We go"" é uma frase correta no Presente Simples.";CERTO
"8. ""I does not like pizza"" está correto no Presente Simples.";"ERRADO - A forma correta é ""I do not like pizza""."
"9. ""Does she plays soccer?"" está correto na forma interrogativa.";"ERRADO - A forma correta é ""Does she play soccer?""."
"10. ""They study every day"" está correto no Presente Simples.";CERTO
"11. ""He enjoys playing video games"" está correto no Presente Simples.";CERTO
"12. ""The sun rises in the west"" está correto no Presente Simples.";"ERRADO - A forma correta é ""The sun rises in the east""."
"13. ""I go to school by bus"" está correto no Presente Simples.";CERTO
"14. ""She do her homework every day"" está correto no Presente Simples.";"ERRADO - A forma correta é ""She does her homework every day""."
"15. ""We don't like rainy weather"" está correto no Presente Simples.";CERTO
"16. ""He eats breakfast at 8:00 a.m."" está correto no Presente Simples.";CERTO
"17. ""Does he eats lunch at noon?"" está correto na forma interrogativa.";"ERRADO - A forma correta é ""Does he eat lunch at noon?""."
"18. ""My mother works a lot"" está correto no Presente Simples.";CERTO
"19. ""The water boils at 100°C"" está correto no Presente Simples.";CERTO
"20. ""She cry when she is sad"" está correto no Presente Simples.";"ERRADO - A forma correta é ""She cries when she is sad""."
"21. ""We leave at 10:00 a.m."" está correto no Presente Simples.";CERTO
"22. ""Does he buy a new car every year?"" está correto na forma interrogativa.";CERTO
"23. ""They plays football every weekend"" está correto no Presente Simples.";"ERRADO - A forma correta é ""They play football every weekend""."
"24. ""I do not understand the question"" está correto no Presente Simples.";CERTO
"25. ""You study English every day"" está correto no Presente Simples.";CERTO
"1. ""I study"" no Passado Simples é correto.";"ERRADO - A forma correta é ""I studied""."
"2. ""He went to the store"" está no Passado Simples.";CERTO
"3. ""They plays football yesterday"" está correto no Passado Simples.";"ERRADO - A forma correta é ""They played football yesterday""."
"4. ""She did not sleep last night"" está correto no Passado Simples.";CERTO
"5. ""Did he visited the museum?"" está correto na forma interrogativa.";"ERRADO - A forma correta é ""Did he visit the museum?""."
"6. ""I will go to the party tomorrow"" está no Futuro Simples.";CERTO
"7. ""He will not goes to the cinema"" está correto no Futuro Simples.";"ERRADO - A forma correta é ""He will not go to the cinema""."
"8. ""Will you play tennis tomorrow?"" está correto no Futuro Simples.";CERTO
"9. ""I am studying right now"" está no Presente Contínuo.";CERTO
"10. ""She is not working today"" está correto no Presente Contínuo.";CERTO
"11. ""They are visit the museum"" está correto no Presente Contínuo.";"ERRADO - A forma correta é ""They are visiting the museum""."
"12. ""He will work next week"" está correto no Futuro Simples.";CERTO
"13. ""She is arrives at 8:00 a.m."" está correto no Presente Contínuo.";"ERRADO - A forma correta é ""She is arriving at 8:00 a.m.""."
"14. ""I did not watched the movie"" está correto no Passado Simples.";"ERRADO - A forma correta é ""I did not watch the movie""."
"15. ""We are going to the park later"" está no Presente Contínuo.";CERTO
"16. ""I am not working tomorrow"" está correto no Presente Contínuo.";CERTO
"17. ""They are playing soccer right now"" está correto no Presente Contínuo.";CERTO
"18. ""She will studying abroad next year"" está correto no Futuro Simples.";"ERRADO - A forma correta é ""She will study abroad next year""."
"19. ""He cried yesterday"" está no Passado Simples.";CERTO
"20. ""They will travel to Paris next summer"" está correto no Futuro Simples.";CERTO
"21. ""I do not like the movie yesterday"" está correto no Passado Simples.";"ERRADO - A forma correta é ""I did not like the movie yesterday""."
"22. ""She is meeting her friends tomorrow"" está no Presente Contínuo.";CERTO
"23. ""Did you visited the museum last week?"" está correto na forma interrogativa.";"ERRADO - A forma correta é ""Did you visit the museum last week?""."
"24. ""We are having dinner now"" está no Presente Contínuo.";CERTO
"25. ""I will read a book next weekend"" está no Futuro Simples.";CERTO
"1. ""I have lived here for two years"" está correto no Presente Perfeito.";CERTO
"2. ""She has been reading a book"" está no Presente Perfeito Simples.";ERRADO - Está no Presente Perfeito Contínuo.
"3. ""He has just eaten lunch"" está correto no Presente Perfeito Simples.";CERTO
"4. ""We have visited London last year"" está correto no Presente Perfeito Simples.";"ERRADO - Deveria ser ""We visited London last year"", pois a ação aconteceu no passado."
"5. ""I have never been to Japan"" está no Presente Perfeito.";CERTO
"6. ""They have already seen the movie"" está no Presente Perfeito.";CERTO
"7. ""She hasn’t been working today"" está no Presente Perfeito Simples.";ERRADO - Está no Presente Perfeito Contínuo.
"8. ""Have you finished your homework?"" está correto no Presente Perfeito.";CERTO
"9. ""I have been learning English for five years"" está no Presente Perfeito Contínuo.";CERTO
"10. ""They were walking to the park at 5 PM yesterday"" está correto no Past Continuous.";CERTO
"11. ""I was sleeping when the phone rang"" está no Past Continuous.";CERTO
"12. ""We were not going to the cinema last night"" está correto no Past Continuous.";"ERRADO - A forma correta seria ""We were not going to the cinema last night."""
"13. ""She was studying when the power went out"" está no Past Continuous.";CERTO
"14. ""I have known him for a long time"" está no Presente Perfeito.";CERTO
"15. ""He was working while I was studying"" está no Past Continuous.";CERTO
"16. ""I have been working all morning"" está no Presente Perfeito Simples.";ERRADO - Está no Presente Perfeito Contínuo.
"17. ""They have played football for two hours"" está correto no Presente Perfeito.";"ERRADO - Deveria ser ""They have been playing football for two hours""."
"18. ""He has studied English since last year"" está correto no Presente Perfeito.";CERTO
"19. ""While I was cooking, she was watching TV"" está no Past Continuous.";CERTO
"20. ""She has liked pizza since childhood"" está correto no Presente Perfeito.";CERTO
"21. ""I have been to the store"" está correto no Presente Perfeito Simples.";CERTO
"22. ""We were playing when they arrived"" está correto no Past Continuous.";CERTO
"23. ""She has been working on this project all week"" está correto no Presente Perfeito Contínuo.";CERTO
"24. ""I have seen that movie last month"" está correto no Presente Perfeito.";"ERRADO - A ação no passado deve ser expressa com o Passado Simples: ""I saw that movie last month""."
"25. ""He has never ate sushi"" está correto no Presente Perfeito.";"ERRADO - A forma correta é ""He has never eaten sushi""."
"1. ""I am thinking about this lesson"" está correto no contexto do verbo think.";CERTO
"2. ""I think she’s a good girl"" está correto no contexto do verbo think.";CERTO
"3. ""He has a car"" está no contexto de um verbo não progressivo.";CERTO
"4. ""I am having dinner"" está no contexto de um verbo não progressivo.";ERRADO - Está no contexto do verbo have como progressivo.
"5. ""This cake tastes delicious"" está correto no contexto de taste.";CERTO
"6. ""Mom is tasting the sauce"" está correto no contexto de taste.";CERTO
"7. ""She is smelling the flower"" está correto no contexto de smell.";CERTO
"8. ""This perfume smells good"" está correto no contexto de smell.";CERTO
"9. ""I see a beautiful landscape"" está correto no contexto de see.";CERTO
"10. ""The doctor is seeing a patient"" está correto no contexto de see.";CERTO
"11. ""I am hungry"" está correto no contexto de be.";CERTO
"12. ""He is being rude"" está correto no contexto de be.";CERTO
"13. ""They look tired"" está correto no contexto de look.";CERTO
"14. ""I am looking out the window"" está correto no contexto de look.";CERTO
"15. ""She appears asleep"" está correto no contexto de appear.";CERTO
"16. ""Mary is appearing on the stage"" está correto no contexto de appear.";CERTO
"17. ""The elephant weighs a lot"" está correto no contexto de weigh.";CERTO
"18. ""She is weighing the apples"" está correto no contexto de weigh.";CERTO
"19. ""I had slept before you called"" está correto no Past Perfect.";CERTO
