Nação é um conceito jurídico que se confunde com o Estado?;❌ Errado. Nação é um conceito sociológico, ligado a etnia, religião, costumes, etc.
A desapropriação pode envolver apenas a área do cultivo e não toda a área da gleba.;❌ Errado. A desapropriação deve envolver toda a área da gleba, não apenas a área do cultivo.
A pena de morte é permitida no Brasil, exceto em casos de guerra interna declarada.;❌ Errado. A pena de morte é proibida no Brasil, exceto em casos de guerra externa declarada.
Cidadãos brasileiros em pleno gozo de seus direitos políticos podem propor ação popular.;✅ Certo.
O habeas corpus não é o remédio constitucional adequado para garantir a liberdade de locomoção.;❌ Errado. O habeas corpus é o remédio constitucional adequado para garantir a liberdade de locomoção.
Um partido político precisa ter representação no Congresso Nacional para poder funcionar legalmente.;❌ Errado. Um partido político não precisa de representação no Congresso Nacional para funcionar.
Não se pode falar em direito adquirido a regime jurídico, mas sim no direito adquirido aos direitos previstos no regime.;✅ Certo.
A inviolabilidade do escritório de advogados pode ser invocada para proteger ilícitos praticados no interior do escritório.;❌ Errado. Não se pode invocar a inviolabilidade do escritório de advogados para proteger ilícitos praticados no interior (pode haver escuta ambiental com ordem judicial).
A falta de defesa técnica em processo administrativo disciplinar configura cerceamento de defesa, conforme a Súmula Vinculante nº 5.;❌ Errado. A falta de defesa técnica em processo administrativo disciplinar não configura cerceamento de defesa (Súmula Vinculante nº 5).
Não é necessário pedir autorização para realizar uma reunião, apenas aviso à autoridade competente, conforme o art. 5º, XVI.;✅ Certo.
A criação de associações e cooperativas depende de autorização do Estado, que pode interferir em seu funcionamento.;❌ Errado. A criação de associações e cooperativas não depende de autorização do Estado, que não pode interferir em seu funcionamento (art. 5º, XVIII).
A EC 45/04 incluiu o §4º no art. 5º, garantindo novos direitos e garantias.;✅ Certo.
"Deportação é a ""devolução"" de estrangeiro que entrou ilegalmente no país, enquanto a expulsão se dá pela retirada de estrangeiro que cometeu ato inconveniente.";✅ Certo.
A Constituição assegura assistência religiosa apenas em entidades civis e militares de internação coletiva, sem exceções.;❌ Errado. A Constituição assegura assistência religiosa em entidades civis e militares de internação coletiva (art. 5º, VII).
A liberdade de imprensa é absoluta, sem qualquer restrição relacionada à intimidade das pessoas.;❌ Errado. A liberdade de imprensa deve respeitar a intimidade das pessoas, e o STF entende que pessoas públicas têm maior exposição.
Para realizar reuniões públicas, é necessário pedir autorização à autoridade competente.;❌ Errado. Não é necessário autorização, apenas aviso à autoridade competente (art. 5º, XVI).
A interceptação de comunicações é permitida em qualquer situação, sem restrições.;❌ Errado. A interceptação de comunicações é permitida somente em investigação criminal ou instrução processual penal (art. 5º, XII).
A Constituição assegura a liberdade de expressão nas atividades artísticas, científicas e de comunicação, sem censura.;✅ Certo.
A casa é inviolável, mas pode ser invadida em casos de flagrante delito, desastre, socorro ou ordem judicial, mesmo durante a noite.;❌ Errado. A casa é inviolável (art. 5º, XI), mas pode ser invadida apenas em flagrante delito, desastre, socorro ou ordem judicial (só durante o dia).
A Constituição assegura a liberdade de consciência, crença e o livre exercício de cultos religiosos, sem restrições.;❌ Errado. A Constituição assegura a liberdade de consciência e crença, bem como o livre exercício de cultos religiosos (art. 5º, VI).
O habeas corpus não é o remédio constitucional adequado para questões relacionadas à liberdade de locomoção.;❌ Errado. O habeas corpus é o remédio constitucional adequado para garantir a liberdade de locomoção.
Provas obtidas de forma ilícita são nulas, mas não invalidam toda a parte do processo.;❌ Errado. Provas obtidas ilicitamente são nulas e invalidam toda a parte do processo.
A liberdade de expressão inclui a liberdade de manifestação, criação e publicação sem censura.;✅ Certo.
A pena de morte é permitida em casos de guerra interna declarada.;❌ Errado. A pena de morte é proibida no Brasil, exceto em guerra externa declarada.
Brasileiros naturalizados podem ser extraditados em qualquer situação, sem exceções.;❌ Errado. Brasileiros naturalizados só podem ser extraditados em casos de crime comum antes da naturalização ou envolvimento em tráfico de drogas.
Não se concede extradição por crime político ou de opinião, conforme o art. 5º, LII.;✅ Certo.
A Comissão Parlamentar de Inquérito (CPI) pode quebrar sigilo bancário, telefônico ou fiscal, convocar Ministro de Estado para depor e conduzir testemunhas coercitivamente.;✅ Certo.
A Comissão Parlamentar de Inquérito (CPI) pode determinar indisponibilidade de bens, decretar prisão preventiva e realizar interceptações telefônicas.;❌ Errado. A CPI não pode determinar indisponibilidade de bens, decretar prisão preventiva, nem ordenar interceptação telefônica ou escuta.
A Constituição assegura o direito de acesso à informação e resguarda o sigilo da fonte quando necessário ao exercício profissional.;✅ Certo.
A Constituição proíbe a pena de morte, salvo em caso de guerra, e proíbe penas perpétuas, de trabalhos forçados, de banimento e cruel.;❌ Errado. A Constituição proíbe a pena perpétua, trabalhos forçados, banimento e penas cruéis, mas permite pena de morte em guerra externa (art. 5º, XLVII).
A Constituição considera inafiançáveis e imprescritíveis os crimes de racismo e de grupos armados contra a ordem constitucional e o Estado Democrático.;✅ Certo.
A Constituição assegura que os direitos e garantias são aplicáveis apenas a brasileiros, não se estendendo aos estrangeiros residentes no Brasil.;❌ Errado. A Constituição assegura direitos e garantias a brasileiros e estrangeiros residentes no Brasil (art. 5º).
A Constituição permite tratamento diferenciado entre homens e mulheres para alcançar a isonomia material, incluindo direitos trabalhistas.;❌ Errado. A Constituição não permite tratamento diferenciado, exceto para atingir a isonomia material entre homens e mulheres.
A pessoa jurídica pode sofrer dano moral, conforme a súmula nº 227 do STJ.;✅ Certo.
O fisco pode invadir domicílios sem o consentimento do morador, caso haja ordem judicial.;❌ Errado. O fisco não pode invadir domicílios sem consentimento do morador ou sem flagrante delito, desastre, socorro ou ordem judicial (art. 5º, XI).
O direito ao acesso à informação e ao sigilo da fonte está previsto no art. 5º, XIV da Constituição.;❌ Errado. O direito ao acesso à informação e sigilo da fonte está previsto no art. 5º, XIV, mas a fonte deve ser resguardada quando necessário ao exercício profissional.
O mandado de segurança coletivo não exige autorização expressa dos associados.;❌ Errado. O mandado de segurança coletivo exige autorização expressa dos associados, diferente da substituição processual.
Os direitos fundamentais, como a herança, são sujeitos a regulamentação legal, como o Código Civil.;❌ Errado. Os direitos fundamentais não são sujeitos a regulamentação legal em todos os casos, mas a herança é uma questão do Código Civil.
A Constituição trata de crimes inafiançáveis e imprescritíveis, como racismo e ação de grupos armados contra o Estado, mas não inclui tortura, tráfico, terrorismo ou crimes hediondos.;❌ Errado. A Constituição trata de crimes inafiançáveis e imprescritíveis, incluindo tortura, tráfico, terrorismo e crimes hediondos.
O remédio constitucional para proteger a liberdade de locomoção é o habeas corpus.;✅ Certo.
Apenas o cidadão brasileiro em pleno gozo de seus direitos políticos tem legitimidade para impetrar mandado de segurança.;❌ Errado. Qualquer pessoa que tenha direito líquido e certo pode impetrar mandado de segurança, não só cidadãos brasileiros.
A extradição de brasileiro naturalizado pode ser concedida em caso de crime político ou de opinião.;❌ Errado. A extradição não será concedida a estrangeiro por crime político ou de opinião (art. 5º, LII).
Tratados internacionais sobre direitos humanos adquirem status constitucional se forem aprovados como emenda constitucional.;❌ Errado. Tratados internacionais sobre direitos humanos adquirem status supralegal a menos que sejam aprovados como emenda constitucional (art. 5º, §3º).
Para um tratado internacional adquirir status de emenda constitucional, deve ser aprovado por lei complementar.;❌ Errado. Para um tratado internacional adquirir status de emenda constitucional, ele deve ser aprovado pelo mesmo rito de uma emenda constitucional, não por lei complementar.
O Pacto de San José da Costa Rica possui status de norma supralegal.;✅ Certo. O Pacto de San José tem status supralegal, o que torna normas infraconstitucionais incompatíveis com o tratado inaplicáveis.
A prisão do depositário infiel é permitida no Brasil.;❌ Errado. A prisão do depositário infiel não é mais admitida no Brasil devido ao status supralegal do Pacto de San José.
O direito de propriedade é uma cláusula pétrea e pode ser substancialmente limitado por emenda constitucional.;❌ Errado. O direito de propriedade é cláusula pétrea e não pode ser substancialmente limitado por emenda constitucional (art. 60, §4º da CF).
A inviolabilidade da casa (art. 5º, XI) se aplica a todos os locais de moradia, escritório, consultório, etc., podendo ser realizada escuta ambiental por ordem judicial.;✅ Certo. A inviolabilidade da casa se aplica a todos os locais de moradia, escritório, etc., sendo permitida escuta ambiental por ordem judicial, inclusive à noite.
O acesso ao domicílio só pode ocorrer com consentimento do morador, em caso de flagrante delito, desastre ou socorro, ou por ordem judicial, mas somente durante o dia.;✅ Certo. O acesso ao domicílio só pode ocorrer com consentimento do morador, em flagrante delito, desastre, socorro ou ordem judicial, mas somente durante o dia.
O fisco pode invadir domicílios sem o consentimento do morador ou em situações específicas previstas pela Constituição.;❌ Errado. O fisco não pode ultrapassar a inviolabilidade do domicílio sem consentimento do morador ou em situações específicas previstas pela Constituição.
A Constituição classifica os crimes inafiançáveis como racismo, ação de grupos armados contra o Estado e tortura, tráfico, terrorismo e crimes hediondos.;❌ Errado. Tortura, tráfico, terrorismo e crimes hediondos não são imprescritíveis, mas são insuscetíveis de graça ou anistia.
Qualquer cidadão pode propor ação popular para anular ato lesivo ao patrimônio público, à moralidade administrativa, meio ambiente ou patrimônio histórico/cultural.;✅ Certo. Qualquer cidadão pode propor ação popular para anular ato lesivo ao patrimônio público, moralidade administrativa, meio ambiente ou patrimônio histórico/cultural, isento de custas judiciais, salvo má-fé.
Tratados internacionais sobre direitos humanos têm status de emenda constitucional se aprovados conforme o rito de emenda constitucional.;❌ Errado. Tratados internacionais sobre direitos humanos não têm status de emenda constitucional a não ser que sejam aprovados como tal, conforme o rito de emenda constitucional (art. 5º, §3º).
A interceptação telefônica pode ocorrer apenas para investigação criminal ou instrução processual penal e deve ser autorizada por lei.;✅ Certo. A interceptação telefônica só pode ocorrer para investigação criminal ou instrução processual penal, sendo autorizada por lei (Lei 9.296/1996, art. 5º, XII).
Direitos fundamentais podem ser relativizados em casos concretos, como a quebra de sigilo de correspondências para a manutenção da ordem.;✅ Certo. Direitos fundamentais podem ser relativizados em casos concretos, como a quebra de sigilo para manutenção da ordem.
A Constituição garante que todos os direitos fundamentais são cláusulas pétreas.;❌ Errado. Somente os direitos e garantias individuais são cláusulas pétreas, não todos os direitos fundamentais.
A inviolabilidade do domicílio pode ser violada sem ordem judicial, desde que autorizada pelo Ministério Público.;❌ Errado. A inviolabilidade do domicílio só pode ser violada com ordem judicial e não pelo Ministério Público (art. 5º, XI).
Os direitos fundamentais devem ser harmonizados no caso concreto, já que um direito pode ter seus limites definidos pelo exercício de outros direitos.;✅ Certo. Os direitos fundamentais devem ser harmonizados no caso concreto, pois um direito pode ter seus limites definidos pelo exercício de outros direitos.
A liberdade de locomoção e o direito de reunião são direitos absolutos e não podem ser relativizados.;❌ Errado. A liberdade de locomoção e o direito de reunião são direitos absolutos, mas podem ser relativizados com base em lei ou justificação concreta.
Todos, incluindo estrangeiros, podem usufruir das garantias constitucionais, como habeas corpus, quando no território brasileiro.;✅ Certo. Estrangeiros também podem usufruir das garantias constitucionais (como habeas corpus) quando no território brasileiro.
O júri tem competência para julgar crimes dolosos contra a vida, mas não pode julgar outros tipos de crime.;❌ Errado. O júri tem competência para julgar crimes dolosos contra a vida, mas não se limita a esses crimes.
O preso tem o direito de saber quem são os responsáveis pela sua prisão ou interrogatório policial.;✅ Certo. Identificação dos responsáveis pela prisão ou interrogatório policial é direito do preso (art. 5º, LXIV).
A Constituição não permite ação para proteger contra abuso de poder, apenas para proteger contra ilegalidade ou abuso de autoridade.;❌ Errado. A Constituição (art. 5º, LXVIII) permite ação contra ilegalidade ou abuso de autoridade, não apenas abuso de poder.
A competência para julgar a ação popular é do juiz de primeiro grau, independentemente da autoridade que praticou o ato impugnado.;❌ Errado. A competência para julgar a ação popular é do juiz de primeiro grau conforme a autoridade que praticou o ato impugnado.
"O STF é competente para julgar mandado de segurança contra ato de um ""conselho"".";"❌ Errado. A competência para julgar mandado de segurança contra ato de Ministro de Estado é do STF, não de um ""conselho"" (art. 105, I, ""b"")."
A inviolabilidade profissional do advogado cobre a prática de crimes cometidos pelo advogado.;❌ Errado. A inviolabilidade profissional do advogado não cobre a prática de crimes. Se o advogado for investigado, não pode invocar essa inviolabilidade.
O mandado de segurança pode ser usado para impugnar uma lei em tese.;❌ Errado. O mandado de segurança não pode ser usado para impugnar lei em tese. Para isso, deve-se utilizar a Ação Direta de Inconstitucionalidade (ADI).
O STF adotou a posição concretista para o mandado de injunção, permitindo que a autoridade judiciária decida o caso concreto.;✅ Certo. O STF adotou a posição concretista no mandado de injunção, permitindo que a autoridade judiciária decida o caso concreto.
O sigilo bancário pode ser relativizado apenas por decisão judicial, CPI, ou autoridade fazendária em processo administrativo.;✅ Certo. O sigilo bancário pode ser relativizado por decisão judicial, CPI, autoridade fazendária e, excepcionalmente, pelo Ministério Público em casos de verbas públicas.
A ação popular é prevista no art. 5º, LXXIII, e não pode ser usada para impugnar qualquer ato.;❌ Errado. A ação popular é prevista no art. 5º, LXXIII, e pode ser utilizada para anular atos lesivos ao patrimônio público, à moralidade administrativa, meio ambiente ou patrimônio histórico/cultural.
O mandado de segurança coletivo pode ser impetrado apenas por indivíduos.;❌ Errado. O mandado de segurança coletivo pode ser impetrado por partido político, organização sindical, entidade de classe ou associação legalmente constituída há pelo menos 1 ano (art. 5º, LXX).
A entrada na casa de alguém por ordem judicial pode ocorrer a qualquer hora, dia ou noite.;❌ Errado. A entrada no domicílio por ordem judicial só pode ocorrer durante o dia (art. 5º, XI).
A ação popular pode ser utilizada para contestar uma ofensa a direito líquido e certo, que deve ser contestada por mandado de segurança.;❌ Errado. Mandado de segurança é o remédio adequado para ofensa a direito líquido e certo, não a ação popular.
A posição concretista do STF no mandado de injunção visa permitir o exercício de direitos impedidos por omissão normativa.;✅ Certo. A posição concretista do STF no mandado de injunção visa permitir o exercício de direitos impedidos por omissão normativa.
Os direitos e garantias individuais podem ser invocados tanto em relação vertical quanto horizontal.;❌ Errado. Os direitos e garantias individuais podem ser invocados apenas na relação vertical (Particular X Estado), e não na relação horizontal (Particular X Particular).
O habeas corpus é cabível em caso de ilegalidade ou abuso de poder, mesmo que indiretamente relacionado à prisão.;✅ Certo. Habeas corpus é cabível sempre que houver ilegalidade ou abuso de poder que possa resultar em prisão, mesmo que indiretamente.
O direito adquirido e o ato jurídico perfeito se aplicam a toda e qualquer lei infraconstitucional, sem distinção entre direito público e privado.;✅ Certo. O direito adquirido e o ato jurídico perfeito se aplicam a toda e qualquer lei infraconstitucional, sem distinção entre direito público e privado.
A inviolabilidade profissional do advogado cobre a prática de crimes cometidos por ele, garantindo que ele não seja investigado.;❌ Errado. A inviolabilidade profissional do advogado não cobre a prática de crimes cometidos por ele. Se um advogado for investigado, ele não pode invocar essa inviolabilidade.
A extradição será concedida para crimes políticos ou de opinião.;❌ Errado. A extradição não será concedida para crimes políticos ou de opinião (art. 5º, LII da CF).
O habeas corpus pode ser utilizado contra qualquer ato ilegal ou abuso de poder que restrinja a liberdade de locomoção.;✅ Certo. O habeas corpus pode ser utilizado contra qualquer ato ilegal ou abuso de poder que restrinja a liberdade de locomoção.
Os direitos sociais, econômicos e culturais são direitos de terceira geração.;❌ Errado. Os direitos sociais, econômicos e culturais são direitos de segunda geração, enquanto a terceira geração trata de direitos coletivos e difusos.
"Existe a ""reserva do possível"" para a concretização dos direitos sociais pelo Poder Público, devido a limitações financeiras do Estado.";"✅ Certo. Existe a ""reserva do possível"" para a concretização dos direitos sociais, levando em consideração as limitações financeiras do Estado."
O STF pode retirar uma lei do ordenamento jurídico, como no caso da definição do salário mínimo.;"❌ Errado. O STF não pode retirar uma lei do ordenamento jurídico; isso deixaria a definição do salário mínimo sem base legal até a edição de uma nova lei."
"O direito de greve abrange práticas como a ""operação tartaruga"", que visa reduzir intencionalmente a produtividade.";"❌ Errado. A ""operação tartaruga"" não é necessariamente abrangida pelo direito de greve e pode ser considerada controversa."
As violações aos direitos humanos podem ser punidas a qualquer tempo, sem prescrição, com base no princípio da dignidade da pessoa humana.;✅ Certo. As violação aos direitos humanos não prescrevem e podem ser punidas a qualquer tempo, com base no princípio da dignidade da pessoa humana.
A carga horária máxima de trabalho contínuo é de 6 horas.;❌ Errado. A carga horária máxima de trabalho contínuo é 8 horas, e a jornada de 6 horas se aplica a casos de trabalho extraordinário (art. 7º, XIV da Constituição).
A contribuição sindical é um tributo cobrado de todos os trabalhadores, independentemente de sua filiação ao sindicato.;❌ Errado. A contribuição sindical é não tributária e cobrada apenas de filiados ao sindicato (art. 8º, IV). A contribuição corporativa, por sua vez, é um tributo (art. 149).
A lei exige autorização do Estado para a fundação de sindicato.;❌ Errado. A lei não exige autorização do Estado para a fundação de sindicato, apenas o registro no órgão competente (art. 8º, I).
A Constituição assegura aos trabalhadores direitos como férias de 1/6 e irredutibilidade salarial.;❌ Errado. O correto é 1/3 de férias (art. 7º, XVII), e não 1/6, sendo também garantido o direito à irredutibilidade salarial (art. 7º, VI).
A idade mínima para o trabalho noturno, perigoso ou insalubre é de 16 anos.;❌ Errado. A idade mínima para o trabalho noturno, perigoso ou insalubre é de 18 anos (art. 7º, XXXIII da CF). A idade mínima para trabalho geral é de 16 anos, e para o aprendiz, de 14 anos.
O seguro contra acidentes de trabalho é obrigação do empregador, mas não exclui a indenização em caso de dolo ou culpa.;✅ Certo. O seguro contra acidentes de trabalho é obrigação do empregador (art. 7º, XXVIII), mas a indenização não é excluída em casos de dolo ou culpa.
O trabalhador avulso tem os mesmos direitos que o trabalhador com vínculo permanente, conforme a Constituição.;✅ Certo. O trabalhador avulso (ex: estivador) tem igualdade de direitos com o trabalhador com vínculo permanente (art. 7º, XXXIV da CF).
O princípio da vedação ao retrocesso é uma faceta do princípio dos direitos fundamentais, protegendo a não diminuição de direitos já conquistados.;✅ Certo. O princípio da vedação ao retrocesso protege os direitos fundamentais, impedindo a diminuição de direitos já conquistados.
O princípio da vedação ao retrocesso impede a retirada de regulamentação de direitos já concretizados.;✅ Certo. O princípio da vedação ao retrocesso impede a retirada de regulamentação de direitos já concretizados.
O STF autorizou a impetração de Ação Direta de Inconstitucionalidade (ADI) por omissão e mandado de injunção para cobrar providências legislativas e administrativas.;✅ Certo. O STF permite a impetração de ADI por omissão e mandado de injunção para cobrar providências legislativas e administrativas.
O direito de crianças até 5 anos a atendimento em creches e pré-escolas é garantido como direito subjetivo público.;✅ Certo. O direito de crianças até 5 anos a atendimento em creches e pré-escolas é considerado direito subjetivo público.
A Emenda Constitucional 53/2006 aumentou a idade para a obrigatoriedade do atendimento em creches e pré-escolas de 5 para 6 anos.;❌ Errado. A EC 53/2006 reduziu a idade para a obrigatoriedade do atendimento em creches e pré-escolas de 6 para 5 anos.
Os direitos sociais, econômicos e culturais são direitos de segunda geração, enquanto os direitos coletivos e difusos são direitos de terceira geração.;✅ Certo. Direitos sociais, econômicos e culturais são da segunda geração, enquanto direitos coletivos e difusos pertencem à terceira geração.
O cargo de Ministro da Fazenda é privativo de brasileiro nato.;❌ Errado. O cargo de Ministro da Fazenda não é privativo de brasileiro nato. Apenas o Ministro da Defesa é privativo de brasileiro nato.
A escolha pela nacionalidade brasileira deve ser feita antes da maioridade.;❌ Errado. A escolha pela nacionalidade brasileira deve ser feita após a maioridade. Até então, o indivíduo tem os direitos de brasileiro nato.
A perda da nacionalidade pode ser declarada pelo Ministro da Justiça.;❌ Errado. A perda da nacionalidade ocorre em situações específicas e não pode ser declarada pelo Ministro da Justiça. Ela depende de sentença judicial ou aquisição de outra nacionalidade.
A reaquisição da nacionalidade é permitida após o cancelamento judicial da naturalização.;❌ Errado. A reaquisição de nacionalidade só é permitida quando a perda for voluntária. Não é possível reaquisição após o cancelamento judicial da naturalização.
Filhos de brasileiros nascidos no exterior serão considerados brasileiros se não forem registrados em repartição brasileira.;✅ Certo. Filhos de brasileiros nascidos no exterior serão brasileiros se não forem registrados em repartição brasileira e optarem pela nacionalidade brasileira após a maioridade e residência no Brasil.
A perda de nacionalidade ocorre sem necessidade de decisão judicial, sendo automática.;❌ Errado. A perda de nacionalidade requer uma decisão judicial transitada em julgado (Art. 12, §4º, I).
O cargo de Ministro do STF é privativo de brasileiro nato.;✅ Certo. O cargo de Ministro do STF é privativo de brasileiro nato (Art. 12, §3º).
Um estrangeiro pode ser Presidente da Câmara dos Deputados.;❌ Errado. Estrangeiro pode ser Deputado, mas não pode ser presidente da Câmara.
O presidente do CNJ é o presidente do STF e deve ser brasileiro nato.;✅ Certo. O presidente do CNJ é o presidente do STF, que deve ser brasileiro nato.
A Constituição de 1988 prevê a aquisição de nacionalidade tácita.;❌ Errado. A Constituição de 1988 não prevê a aquisição de nacionalidade tácita. O estrangeiro deve fazer um ato volitivo.
A cláusula de barreira (Lei 9096/95) foi considerada constitucional pelo STF.;❌ Errado. A cláusula de barreira foi declarada inconstitucional pelo STF por limitar o direito de manifestação política.
Casos criados por lei complementar podem ser estabelecidos conforme o art. 14, §9º da Constituição.;✅ Certo. Casos criados por lei complementar podem ser estabelecidos conforme o art. 14, §9º.
A idade mínima para o cargo de presidente da República é de 30 anos.;❌ Errado. A idade mínima para o cargo de presidente da República é de 35 anos (Art. 14, §3º).
A descompatibilização é necessária mesmo que o mandato seja exercido pela segunda vez, e deve ocorrer 6 meses antes do pleito.;✅ Certo. Descompatibilização é necessária, mesmo em mandato pela segunda vez, e deve ocorrer 6 meses antes do pleito.
A perda de direitos políticos ocorre apenas por condenação criminal transitada em julgado.;❌ Errado. Perda de direitos políticos também pode ocorrer por cancelamento da naturalização e outras situações (Art. 15).
A inelegibilidade reflexa não se aplica a reeleições.;❌ Errado. Inelegibilidade reflexa não se aplica a reeleições.
A descompatibilização visa evitar o uso da máquina pública para benefício próprio nas eleições.;✅ Certo. Descompatibilização tem o objetivo de evitar o uso da máquina pública para benefício próprio nas eleições.
Militares alistáveis são inelegíveis para cargos públicos.;❌ Errado. O militar alistável é elegível se atender aos requisitos estabelecidos na Constituição (Art. 14, §8º).
O parente de um Prefeito ou Governador pode se candidatar ao Executivo do município recém-criado, caso o cargo seja renovado.;❌ Errado. A inelegibilidade reflexa impede o parente de um Prefeito ou Governador de se candidatar ao Executivo do município recém-criado (Art. 14, §7º).
A perda de direitos políticos ocorre apenas por sentença judicial transitada em julgado em casos de cancelamento da naturalização.;✅ Certo. A perda de direitos políticos ocorre por sentença judicial transitada em julgado em casos de cancelamento de naturalização.
A capacidade eleitoral ativa é suficiente para a elegibilidade.;❌ Errado. A capacidade eleitoral ativa é necessária, mas não é suficiente para elegibilidade (Art. 14, §4º).
A aquisição da personalidade jurídica dos partidos políticos ocorre antes do registro no TSE.;❌ Errado. A aquisição da personalidade jurídica dos partidos ocorre após o registro no TSE, conforme o art. 17, §2º.
Naturalizados possuem os mesmos direitos políticos que os natos, exceto para cargos privativos de natos.;✅ Certo. Naturalizados têm os mesmos direitos políticos que os natos, exceto para cargos privativos de natos (art. 12, §3º).
A prisão pode perder os direitos políticos de uma pessoa.;❌ Errado. A prisão pode suspender os direitos políticos, mas não perder. A suspensão ocorre enquanto a pessoa estiver presa.
A inelegibilidade reflexa afeta parentes de Senadores.;❌ Errado. A inelegibilidade reflexa afeta apenas parentes de Presidentes, Governadores e Prefeitos, não de Senadores.
O requisito para elegibilidade é ter nacionalidade brasileira.;❌ Errado. O requisito para elegibilidade inclui nacionalidade brasileira, mas também outros critérios (art. 14, §3º).
Analfabetos são inelegíveis.;✅ Certo. Analfabetos são inelegíveis conforme o art. 14, §4º.
Presidente, Governadores e Prefeitos devem renunciar 6 meses antes do pleito para concorrer a outros cargos.;✅ Certo. Renúncia de cargo é exigida 6 meses antes do pleito para concorrer a outros cargos (art. 14, §6º).
Os partidos políticos podem receber recursos de entidades ou governos estrangeiros.;❌ Errado. É proibido aos partidos políticos receberem recursos de entidades ou governos estrangeiros (art. 17, II).
Os partidos políticos têm direito ao fundo partidário e ao acesso gratuito ao rádio e à TV.;✅ Certo. Partidos políticos têm direito ao fundo partidário e ao acesso gratuito ao rádio e à TV (art. 17, §3º).
A Constituição de 1988 garante liberdade para a criação, fusão, incorporação e extinção de partidos políticos.;✅ Certo. A Constituição garante liberdade para a criação, fusão, incorporação e extinção de partidos políticos (art. 17).
Os mandatários podem ser reeleitos para apenas um período subsequente.;✅ Certo. Os mandatários podem ser reeleitos para apenas um período subsequente (art. 14, §5º).
A descompatibilização (renúncia de cargo) aplica-se apenas quando o candidato concorre a outro cargo, não sendo necessária para reeleição.;✅ Certo. Descompatibilização aplica-se somente quando o candidato concorre a outro cargo, não sendo necessária para reeleição.
A suspensão dos direitos políticos cessa apenas após reabilitação ou reparação dos danos.;❌ Errado. A suspensão dos direitos políticos cessa com o cumprimento ou extinção da pena, independentemente de reabilitação ou reparação dos danos (jurisprudência do TSE, Súmula n.9).
Os conscritos (militares em serviço militar obrigatório) são alistáveis e elegíveis.;❌ Errado. Conscritos são inalistáveis e, portanto, inelegíveis (art. 14, §2º), pois não podem exercer a capacidade eleitoral ativa.
Terras devolutas são bens de uso comum.;❌ Errado. Terras devolutas são bens dominicais, não de uso comum.
Os potenciais de energia hidráulica são bens da União.;✅ Certo. Potenciais de energia hidráulica são bens da União (art. 20, VIII, CF).
A propriedade das terras tradicionalmente ocupadas pelos índios pertence à União.;✅ Certo. Terras tradicionalmente ocupadas pelos índios pertencem à União (art. 20, XI, CF).
Em regra, as terras devolutas são bens dos Estados, exceto aquelas indispensáveis à defesa, fortificações, vias federais e preservação ambiental, que são bens da União.;✅ Certo. Terras devolutas são bens dos Estados, exceto terras indispensáveis à defesa, fortificações, vias federais e preservação ambiental, que são bens da União (art. 20, II, CF
A criação, fusão, incorporação e desmembramento de Municípios exigem apenas aprovação da população, sem necessidade de lei estadual.;❌ Errado. Lei estadual com aprovação da população é necessária para a criação, fusão, incorporação e desmembramento de Municípios (art. 18 §4º, CF).
Estados podem se incorporar, subdividir ou desmembrar com a aprovação do Congresso Nacional e do plebiscito da população interessada.;✅ Certo. Estados podem incorporar, subdividir ou desmembrar com aprovação do Congresso Nacional e plebiscito (art. 18 §3º, CF).
A soberania é do Brasil, e os entes federativos (União, Estados, Municípios, e DF) são autônomos.;❌ Errado. A soberania é do Brasil, mas os entes federativos (União, Estados, Municípios e DF) são autônomos (art. 18, CF).
Municípios têm autonomia semelhante aos Estados, com auto-organização, autogoverno, auto-legislação e autoadministração.;❌ Errado. Municípios têm autonomia semelhante aos Estados, mas não têm as mesmas competências (art. 18, CF).
A criação de Municípios requer consulta popular e aprovação por lei estadual.;✅ Certo. A criação de Municípios exige consulta popular (plebiscito) e aprovação por lei estadual (art. 18 §4º, CF).
A criação de Estados exige aprovação pela Assembleia Legislativa dos Estados.;❌ Errado. A criação de Estados exige aprovação do Congresso Nacional, não pela Assembleia Legislativa (art. 18 §3º, CF).
A legislação sobre diretrizes, políticas e normas gerais é competência privativa da União.;✅ Certo. Diretrizes, políticas e normas gerais são competência privativa da União (art. 22, CF).
A União, Estados e DF podem legislar de forma concorrente sobre temas como direito tributário e financeiro.;✅ Certo. A União, Estados e DF podem legislar de forma concorrente sobre temas como direito tributário e financeiro (art. 24, I, CF).
A defesa permanente é competência dos Estados.;❌ Errado. A defesa permanente é competência da União (art. 21, XVIII, CF).
A Defensoria Pública segue legislação concorrente, onde a União estabelece normas gerais e os Estados podem criar suas próprias leis.;✅ Certo. A Defensoria Pública segue legislação concorrente (art. 24, XIII, CF), com normas gerais da União e leis estaduais.
As infrações disciplinares de servidores estaduais são da competência da União.;❌ Errado. As infrações disciplinares de servidores estaduais são da competência dos Estados, não da União.
A competência para legislar sobre saúde é concorrente entre a União, Estados e Municípios.;✅ Certo. A saúde é matéria de legislação concorrente entre União, Estados e Municípios (art. 24, XII, CF).
O Município pode legislar sobre infrações administrativas de interesse local.;✅ Certo. O Município pode legislar sobre questões de interesse local (art. 30, II, CF).
A matéria sobre justiça é de competência concorrente entre União, Estados e DF.;✅ Certo. A justiça é de competência concorrente entre União, Estados e DF (art. 24, IV, CF).
