O que é economia?;Estudo de como a sociedade administra recursos escassos.
Por que mineradores de carvão ganham mais que outros?;Salário maior compensa condições perigosas e insalubres do trabalho.
Como a instrução funciona como capital humano?;Representa investimento em habilidades e conhecimentos que aumentam a produtividade.
Como a instrução pode aumentar salários sem aumentar produtividade?;Sinaliza talento e capacidade ao empregador, funcionando como um indicador para melhores salários.
O que são superastros na economia?;Profissionais que dominam o mercado devido à alta demanda e custo baixo para atender a muitos clientes simultaneamente.
Por que há poucos superastros em odontologia?;Difícil um profissional atender todos os clientes ao mesmo tempo com baixo custo.
Por que há superastros na música?;Tecnologia permite que artistas atendam muitos clientes a baixo custo, mantendo alta demanda.
Três motivos para salários acima do equilíbrio?;Salário mínimo, sindicatos e salários de eficiência.
Por que é difícil medir discriminação salarial?;Diferenças salariais podem refletir variações em capital humano e características do emprego, não só discriminação.
Como a competição econômica afeta a discriminação?;Mercados competitivos tendem a reduzir discriminação porque empresas não discriminatórias são mais lucrativas.
Por que a discriminação pode persistir mesmo em mercados competitivos?;Persistem quando clientes preferem empresas que discriminam ou quando o governo impõe discriminação.
que é taxa de pobreza?;Percentual da população com renda familiar abaixo da linha de pobreza definida pelo governo.
O que é linha de pobreza?;"Renda mínima fixa pelo governo para cada tamanho de família; abaixo dela, a família é considerada pobre."
O que são transferências em gêneros?;Assistência aos pobres na forma de bens e serviços, não dinheiro.
O que é ciclo de vida econômico?;Padrão de variação da renda ao longo da vida de uma pessoa.
O que é renda permanente?;"Renda ""normal"" ou média de uma pessoa ao longo do tempo."
O que é utilitarismo?;Filosofia que defende políticas que maximizam a soma da utilidade total da sociedade.
O que é utilidade?;Medida abstrata de satisfação ou felicidade que um indivíduo obtém.
O que é liberalismo político na distribuição de renda?;"Filosofia que defende justiça avaliada por um observador imparcial ""por trás do véu de ignorância""."
O que é critério maximin?;Política pública que maximiza o bem-estar da pessoa em pior situação na sociedade.
O que é libertarismo?;Filosofia que defende proteção dos direitos individuais, mas rejeita redistribuição de renda.
Como é a desigualdade de renda nos EUA comparada a outros países?;EUA têm desigualdade maior que países desenvolvidos como Japão e Alemanha, mas menor que países em desenvolvimento como Brasil.
Quais grupos têm maior probabilidade de pobreza?;Negros, hispânicos, crianças e famílias chefiadas por mulheres solteiras.
Por que medir desigualdade apenas pela renda anual é insuficiente?;"Porque renda varia ao longo da vida e por fatores transitórios; renda ao longo da vida é mais representativa do bem-estar."
Como um utilitarista decide o grau de desigualdade?;Busca maximizar a soma das utilidades de todos na sociedade.
Como um liberalista decide o grau de desigualdade?;"Escolhe a distribuição justa considerando o ""véu de ignorância"", sem saber qual posição ocupará na sociedade."
Como um libertarista decide o grau de desigualdade?;Não se preocupa com desigualdade, desde que direitos individuais e contratos sejam respeitados.
Quais vantagens das transferências em gêneros?;Garantem que os pobres recebam bens essenciais, evitando uso indevido, e são politicamente mais aceitas.
Quais desvantagens das transferências em gêneros?;Ineficiência e desrespeito à autonomia dos pobres, que sabem melhor suas necessidades.
O que é restrição orçamentária?;Limite das combinações de bens que o consumidor pode comprar dada sua renda e preços.
O que são curvas de indiferença?;Curvas que mostram combinações de bens que proporcionam o mesmo nível de satisfação ao consumidor.
O que são substitutos perfeitos?;Bens cuja curva de indiferença é uma reta, indicando troca constante entre eles.
O que são complementos perfeitos?;Bens cuja curva de indiferença tem formato de ângulo reto, consumidos em proporções fixas.
O que é bem normal?;Bem cuja demanda aumenta quando a renda do consumidor aumenta.
O que é bem inferior?;Bem cuja demanda diminui quando a renda do consumidor aumenta.
O que é efeito renda?;Mudança no consumo causada pela alteração do poder de compra do consumidor após variação de preço.
O que é efeito substituição?;Mudança no consumo causada pela troca entre bens devido à mudança no preço relativo.
O que é bem de Giffen?;Bem para o qual o aumento do preço provoca aumento da quantidade demandada.
Como o consumidor escolhe a melhor combinação de bens?;No ponto onde a curva de indiferença é tangente à restrição orçamentária, igualando taxa marginal de substituição ao preço relativo.
;
Qual a restrição orçamentária para renda $3000, vinho $3/copo e queijo $6/kg?;A restrição permite comprar até 1000 copos de vinho ou 500 kg de queijo, ou combinações entre eles. A inclinação é 1 kg queijo por 2 copos de vinho.
Quais as 4 propriedades das curvas de indiferença?;"1) Curvas mais altas são preferidas; 2) Inclinam para baixo; 3) Não se cruzam; 4) São convexas em relação à origem."
O que representa a taxa marginal de substituição?;A taxa à qual o consumidor está disposto a trocar um bem por outro mantendo o mesmo nível de satisfação.
Qual a taxa marginal de substituição no ponto ótimo para vinho a $3 e queijo a $6?;A taxa é 1 quilo de queijo por 2 copos de vinho, igual à inclinação da restrição orçamentária.
O que ocorre quando a renda aumenta de $3000 para $4000 e vinho e queijo são bens normais?;A restrição orçamentária se desloca para fora e o consumo de ambos os bens aumenta.
O que ocorre se o queijo for bem inferior após aumento de renda?;O consumo de queijo diminui apesar do aumento da renda.
Como o preço do vinho caindo de $3 para $2 afeta o consumo?;O consumidor consome mais vinho, decompondo-se em efeito substituição (mais vinho por ser relativamente mais barato) e efeito renda (aumento do poder de compra).
Um aumento no preço do queijo pode levar a maior consumo do queijo? Por quê?;"Não, porque queijo não é um bem de Giffen; geralmente, preço mais alto reduz consumo."
O que é risco moral?;Tendência de alguém monitorado inadequadamente a agir de forma desonesta ou indesejável.
Como o empregador pode reduzir risco moral?;Melhorando monitoramento, oferecendo altos salários e fazendo pagamentos adiados.
O que é seleção adversa?;Situação em que uma parte desinformada enfrenta um mix desfavorável de atributos ocultos na outra parte.
Exemplo de seleção adversa no mercado?;Mercado de carros usados, onde vendedores sabem mais sobre defeitos que compradores.
O que é sinalização?;Ação da parte informada para revelar informações, por exemplo, publicidade de qualidade de produto.
O que é seleção?;Ação da parte desinformada para induzir a parte informada a revelar informações, como perguntar se um carro usado foi vistoriado.
O que é paradoxo de Condorcet?;A regra da maioria pode produzir resultados incoerentes e dependentes da ordem de votação.
Qual lição do paradoxo de Condorcet?;Que a ordem das votações pode influenciar o resultado e que o voto da maioria nem sempre revela a verdadeira preferência social.
O que diz o teorema do eleitor mediano?;Em escolhas unidimensionais, a decisão da maioria reflete a preferência do eleitor mediano, não da média dos eleitores.
Descreva o jogo do ultimato.;"Dois jogadores decidem como dividir $100. Jogador A propõe a divisão; jogador B aceita ou rejeita. Se rejeita, ninguém ganha nada; se aceita, recebem conforme a proposta e o jogo termina."
O que a teoria econômica convencional prevê para o jogo do ultimato?;"Jogador A deve oferecer $1 a B e ficar com $99; jogador B deve aceitar qualquer oferta maior que zero, pois algo é melhor que nada."
A prática confirma a previsão da teoria econômica no jogo do ultimato?;Não. Jogador B geralmente rejeita ofertas muito baixas (como $1), levando jogador A a oferecer valores mais justos, como $30 ou $40, para evitar rejeição.
Por que jogadores rejeitam ofertas muito baixas no jogo do ultimato?;Motivação por senso de justiça: uma divisão 99-1 é vista como injusta, e rejeitar é uma forma de punir essa injustiça, mesmo que cause prejuízo pessoal.
O que o Produto Interno Bruto (PIB) mede?;O valor de mercado de todos os bens e serviços finais produzidos em um país num dado período.
Quais são os quatro componentes do PIB?;Consumo, Investimento, Compras do governo e Exportações líquidas (exportações menos importações).
O que é consumo no PIB?;Despesas das famílias em bens e serviços, exceto compra de imóveis residenciais novos.
O que é investimento no PIB?;Gastos em equipamentos, estruturas, estoques e compra de imóveis residenciais novos pelas famílias.
O que são compras do governo no PIB?;Gastos dos governos federal, estadual e municipal em bens e serviços, como salários e obras públicas.
O que são exportações líquidas?;Valor das exportações menos o valor das importações.
Qual a diferença entre PIB nominal e PIB real?;"PIB nominal é calculado a preços correntes; PIB real usa preços constantes de um ano-base para eliminar efeito da inflação."
Como se calcula o deflator do PIB?;"(PIB nominal ÷ PIB real) × 100; indica o nível geral de preços da economia."
Por que a renda de uma economia é igual às suas despesas?;Porque toda despesa de um comprador corresponde à renda de um vendedor na transação.
Qual carro contribui mais para o PIB: popular ou de luxo?;O carro de luxo, pois tem maior valor de mercado.
Como contribuem para o PIB as transações entre agricultor e padeiro?;Apenas o valor do pão final ($3) é contado, pois PIB considera só bens finais.
Venda de CDs usados afeta o PIB?;"Não, porque o gasto foi registrado quando os CDs foram originalmente vendidos; a revenda não gera produção nova."
Por que usar o PIB real para medir o bem-estar?;O PIB real usa preços constantes, eliminando o efeito da inflação, mostrando só variações na quantidade produzida. Assim, reflete melhor a capacidade da economia de satisfazer necessidades e o bem-estar real.
O que é PIB nominal?;Valor da produção de bens e serviços avaliado a preços correntes do período considerado.
O que é PIB real?;Valor da produção avaliado a preços constantes de um ano-base, eliminando efeitos da variação dos preços.
O que é deflator do PIB?;Índice que mede o nível geral de preços da economia, calculado por (PIB nominal ÷ PIB real) × 100.
Calcule o PIB nominal em 2001 com 100 pães a $2;PIB nominal = 100 × $2 = $200.
Calcule o PIB nominal em 2002 com 200 pães a $3;PIB nominal = 200 × $3 = $600.
Calcule o PIB real de 2002 usando 2001 como base;PIB real = 200 pães × preço base $2 = $400.
Qual a variação percentual do PIB nominal de 2001 para 2002?;Crescimento de 200% (de $200 para $600).
Qual a variação percentual do PIB real de 2001 para 2002?;Crescimento de 100% (de $200 para $400).
Qual a variação percentual do deflator do PIB?;Crescimento de 100% (de 100 para 200), indicando aumento dos preços.
Por que é desejável um PIB elevado?;Porque permite maior padrão de vida e conforto para a população.
Exemplo de algo que aumenta PIB mas pode ser ruim;"Pessoas trabalhando mais horas e tendo menos lazer; aumenta produção e PIB, mas pode reduzir qualidade de vida."
O que é índice de preços ao consumidor (IPC)?;Medida do custo médio dos bens e serviços comprados por um consumidor típico, usado para medir inflação.
Por que o IPC pode superestimar inflação?;Porque ignora substituição de bens, introdução de novos bens e mudanças não medidas na qualidade dos produtos.
Diferença entre deflator do PIB e IPC;"Deflator do PIB inclui todos os bens produzidos internamente; IPC inclui apenas bens consumidos e considera bens importados."
O que é taxa de inflação?;Variação percentual do índice de preços em relação a um período anterior.
O que é taxa de juros nominal?;Taxa de juros cotada normalmente, sem ajuste pela inflação.
O que é taxa de juros real?;Taxa de juros ajustada pela inflação, que mostra o crescimento real do poder aquisitivo do dinheiro.
Relação entre taxa nominal, taxa real e inflação;Taxa real = taxa nominal − taxa de inflação.
O que mede o nível do PIB de uma nação?;Mede o poder aquisitivo médio dos cidadãos daquele país, ou seja, a renda média per capita.
O que mede a taxa de crescimento do PIB?;Mede a velocidade com que o PIB real cresce em um ano típico.
Prefere viver em país com PIB alto e crescimento baixo ou o oposto?;Preferiria país com PIB elevado e crescimento baixo, pois o padrão de vida já é alto.
Quais são os quatro determinantes da produtividade?;Capital físico, capital humano, recursos naturais e conhecimento tecnológico.
O que é capital físico?;Estoque de equipamentos e estruturas usados na produção de bens e serviços.
O que é capital humano?;Conhecimento e habilidades adquiridos por educação, treinamento e experiência.
O que são recursos naturais?;Insumos fornecidos pela natureza, como terra, rios e minerais.
O que é conhecimento tecnológico?;Conhecimento das melhores maneiras de produzir bens e serviços.
Como diploma universitário se relaciona com capital?;É forma de capital humano, pois aumenta conhecimento e produtividade da população.
Como maior poupança eleva padrão de vida?;Maior poupança aumenta investimento, que aumenta capital físico e produtividade, elevando o padrão de vida.
Um aumento na poupança gera crescimento por quanto tempo?;"Crescimento maior é temporário; no longo prazo, só aumenta o nível de renda, não a taxa de crescimento."
Por que remover tarifas pode acelerar o crescimento?;Comércio permite acesso a bens estrangeiros, funcionando como tecnologia que aumenta a eficiência produtiva.
Como crescimento populacional afeta PIB per capita?;Crescimento populacional rápido reduz PIB per trabalhador, pois capital é diluído, diminuindo produtividade.
Como governo dos EUA estimula avanços tecnológicos?;"Através de bolsas de pesquisa (NSF, NIH) e deduções fiscais para empresas que investem em P&D; e pelo sistema de patentes que protege invenções."
O que é sistema financeiro?;Conjunto de instituições que conecta poupadores e investidores, facilitando empréstimos e investimentos.
O que são mercados financeiros?;Instituições que permitem que poupadores forneçam fundos diretamente a tomadores de empréstimos (ex: bolsa de valores).
O que são intermediários financeiros?;Instituições que canalizam recursos de poupadores para tomadores de empréstimos indiretamente (ex: bancos, fundos mútuos).
O que são fundos mútuos?;Instituições que vendem cotas ao público para investir em uma carteira diversificada de ações e títulos.
O que é poupança nacional?;"Renda total da economia que sobra após consumo e gastos do governo; é soma da poupança privada e pública."
O que é poupança privada?;Renda que famílias guardam após pagar impostos e consumir.
O que é poupança pública?;"Receita do governo que sobra após pagar suas despesas; superávit orçamentário é poupança pública positiva, déficit é negativa."
O que é mercado de fundos de empréstimo?;Mercado onde poupadores oferecem fundos e tomadores pedem empréstimos para investimento.
Como déficit orçamentário afeta investimento?;Reduz poupança nacional e oferta de fundos para empréstimos, elevando taxa de juros e deslocando (diminuindo) investimento.
Como taxa de juros é determinada?;Pela oferta (poupança) e demanda (investimento) de fundos para empréstimos.
Qual é a função do sistema financeiro?;Promover o encontro entre pessoas que poupam e pessoas que investem, facilitando o fluxo de recursos na economia.
Cite dois mercados do sistema financeiro.;Mercado de títulos (onde se negociam certificados de dívida) e mercado de ações (onde se negociam partes de propriedade de empresas).
Cite dois intermediários financeiros.;Bancos (intermediários que emprestam e captam recursos) e fundos mútuos (instituições que reúnem recursos para investir em uma carteira diversificada).
Por que diversificar investimentos é importante?;Diversificar reduz riscos, pois ações têm risco maior que títulos, e diversificação equilibra essa exposição.
Que instituição facilita a diversificação?;Bancos facilitam a diversificação ao oferecer vários tipos de investimentos e produtos financeiros.
O que é poupança nacional?;"Renda total que sobra após consumo das famílias e gastos do governo; soma da poupança privada e pública."
O que é poupança privada?;Renda das famílias que sobra após pagar impostos e consumir.
O que é poupança pública?;"Receita do governo que sobra após pagar suas despesas; superávit ou déficit orçamentário."
Como poupança nacional, privada e pública se relacionam?;"Poupança nacional = poupança privada + poupança pública; é o total disponível para investimento."
O que é investimento?;Compra de novos bens de capital, como equipamentos e construções, para aumentar a capacidade produtiva.
Como investimento se relaciona com poupança nacional?;"Investimento é financiado pela poupança nacional; em economia fechada, investimento = poupança."
Que mudança tributária pode aumentar poupança privada?;Trocar imposto sobre a renda por imposto sobre consumo incentiva poupança.
Como aumento da poupança privada afeta o mercado de fundos emprestáveis?;Desloca a oferta de fundos para empréstimos para a direita, reduz a taxa de juros e estimula o investimento.
O que é déficit orçamentário?;Quando o governo gasta mais do que arrecada em impostos.
Como déficit orçamentário afeta juros, investimento e crescimento?;Reduz poupança nacional, diminui oferta de fundos para empréstimos, eleva taxa de juros, desloca investimento para baixo e freia crescimento econômico.
O que estuda o campo das finanças?;Como as pessoas tomam decisões sobre alocação de recursos ao longo do tempo e lidam com risco.
O que é valor presente?;Montante necessário hoje para gerar uma soma futura dada a taxa de juros atual.
O que é valor futuro?;Montante que um valor atual vai render no futuro, considerando taxa de juros.
O que é composição ou juros compostos?;Acumulação de juros sobre juros, ou seja, juros que permanecem investidos para gerar novos juros.
O que significa ser avesso ao risco?;Preferência por evitar incertezas, mesmo que isso implique menor retorno esperado.
O que é diversificação?;Redução do risco por espalhar investimentos entre muitos ativos não correlacionados.
Qual a diferença entre risco idiossincrático e risco agregado?;"Risco idiossincrático afeta um agente econômico específico; risco agregado afeta todos simultaneamente."
O que é análise fundamentalista?;Estudo das finanças e perspectivas de uma empresa para determinar o valor justo de suas ações.
O que diz a hipótese dos mercados eficientes?;Preços dos ativos refletem todas as informações públicas disponíveis, ou seja, são estimativas racionais do valor real.
"O que significa um mercado ""informationally efficient""?";Que o preço dos ativos reflete todas as informações disponíveis de maneira racional e imediata.
O que é passeio aleatório (random walk)?;Movimento de preços ou variáveis que é imprevisível, sem padrão ou tendência previsível.
Como se determina o valor de uma ação?;Pelo valor presente dos fluxos de caixa futuros esperados, incluindo dividendos e preço de venda final.
O que questionam economistas contrários à hipótese eficiente?;Que fatores psicológicos e irracionais podem influenciar os preços dos ativos além das informações disponíveis.
O que é diversificação?;Redução do risco obtida ao substituir um risco único por vários riscos menores e não correlacionados.
Quem diversifica mais: de 1 para 10 ações ou de 100 para 120 ações?;"De 1 para 10 ações, pois elimina cerca de metade do risco; após 20-30 ações, as reduções de risco tornam-se menores."
Entre ações e títulos do governo, qual tem maior risco?;Ações têm maior risco.
Qual paga maior retorno médio: ações ou títulos do governo?;Ações oferecem maior retorno médio.
Quais fatores determinam o valor de uma ação?;Valor depende do fluxo de dividendos e preço de venda futuro, que refletem a lucratividade da empresa, influenciada por demanda, concorrência, capital, regulamentações, impostos, sindicatos e fidelidade dos clientes.
O que diz a hipótese dos mercados eficientes?;Preços dos ativos refletem todas as informações públicas disponíveis sobre seu valor.
Defina força de trabalho.;Número total de trabalhadores, incluindo empregados e desempregados.
O que é taxa de desemprego?;Percentual da força de trabalho que está sem emprego.
O que é taxa de participação na força de trabalho?;Percentual da população adulta que está na força de trabalho (empregados + desempregados).
O que é taxa natural de desemprego?;Taxa normal de desemprego em torno da qual a taxa real flutua ao longo do tempo.
O que é desemprego cíclico?;Diferença entre a taxa de desemprego atual e a taxa natural, causado por variações na economia.
Quem são os trabalhadores desalentados?;Pessoas que gostariam de trabalhar, mas desistiram de procurar emprego.
O que é desemprego friccional?;Desemprego causado pelo tempo necessário para encontrar emprego adequado às habilidades e preferências.
O que é desemprego estrutural?;Desemprego que ocorre quando o número de empregos disponíveis é insuficiente para todos os que desejam trabalhar em certos mercados.
O que é procura de emprego?;Processo pelo qual trabalhadores buscam empregos que se ajustam às suas preferências e habilidades.
O que é seguro-desemprego?;Programa governamental que protege parcialmente a renda dos trabalhadores desempregados.
O que é sindicato?;Associação de trabalhadores que negocia salários e condições de trabalho com os empregadores.
O que é negociação coletiva?;Processo pelo qual sindicatos e empresas chegam a acordos sobre condições de trabalho.
O que é greve?;Paralisação organizada do trabalho por um sindicato.
O que são salários de eficiência?;Salários acima do nível de equilíbrio pagos para aumentar a produtividade dos trabalhadores.
Por que a taxa de desemprego é uma medida imperfeita?;Algumas pessoas podem estar desempregadas sem querer trabalhar, e outras que querem trabalhar podem desistir da busca, não sendo contabilizadas.
Por que o seguro-desemprego aumenta desemprego friccional?;Protege a renda dos desempregados, mas reduz o incentivo para encontrar trabalho rapidamente, aumentando o tempo médio de desemprego.
Como o salário mínimo afeta o desemprego?;Eleva o salário acima do equilíbrio, aumentando a oferta e reduzindo a demanda por mão de obra, gerando desemprego estrutural.
Como o poder dos sindicatos afeta o desemprego?;Sindicatos pressionam salários acima do equilíbrio, criando excesso de oferta de trabalho e desemprego.
Quais benefícios os salários de eficiência trazem?;Melhoram saúde, reduzem rotatividade, aumentam esforço e a quantidade de trabalho, justificando salários acima do equilíbrio.
;
Quais as três categorias da população segundo o BLS?;Empregado, Desempregado e Fora da força de trabalho.
Como o BLS calcula a força de trabalho?;Soma dos empregados mais os desempregados.
Como o BLS calcula a taxa de desemprego?;(Número de desempregados ÷ força de trabalho) × 100.
Como o BLS calcula a taxa de participação da força de trabalho?;(Força de trabalho ÷ população adulta) × 100.
O desemprego costuma ser de curto ou longo prazo?;Embora a maioria dos episódios de desemprego seja breve, a maior parte do desemprego observado em um dado momento é de longo prazo.
Por que o desemprego friccional é inevitável?;Porque a economia está sempre mudando, com setores em crescimento e declínio, fazendo com que trabalhadores precisem procurar novos empregos compatíveis com suas habilidades e preferências.
Como o governo pode reduzir o desemprego friccional?;Facilitando a busca por emprego, por exemplo, melhorando informações sobre vagas e qualificações, e promovendo programas de treinamento.
Para quem a legislação do salário mínimo explica melhor o desemprego estrutural?;Para adolescentes, por serem menos habilidosos e experientes, o salário mínimo eleva seus salários acima do equilíbrio, aumentando o desemprego.
Como sindicatos afetam a taxa natural de desemprego?;Ao elevar salários acima do equilíbrio, aumentam a oferta de trabalho e geram desemprego estrutural.
Quais argumentos defendem que sindicatos são benéficos para a economia?;Servem de antídoto ao poder de mercado das empresas e ajudam a manter uma força de trabalho satisfeita e produtiva, melhorando a comunicação entre empregados e empregadores.
Quatro maneiras pelas quais salários mais altos podem aumentar lucros: saúde do trabalhador?;Trabalhadores melhor pagos têm melhor alimentação, saúde e produtividade, o que beneficia a empresa.
Rotatividade do trabalhador?;Salários maiores reduzem a frequência de demissões voluntárias, diminuindo custos de substituição e treinamento.
Esforço do trabalhador?;Salários elevados incentivam os trabalhadores a se empenharem mais para não perder o emprego, aumentando a produtividade.
Qualidade do trabalhador?;Salários maiores atraem candidatos mais qualificados, melhorando a qualidade da força de trabalho.
O que é moeda?;Ativos usados regularmente para comprar bens e serviços.
Quais são as três funções da moeda?;Meio de troca, unidade de conta e reserva de valor.
O que é meio de troca?;Algo que compradores dão aos vendedores para adquirir bens e serviços.
O que é unidade de conta?;Padrão usado para anunciar preços e registrar débitos.
O que é reserva de valor?;Forma de transferir poder de compra do presente para o futuro.
O que é liquidez?;Facilidade com que um ativo pode ser convertido em meio de troca.
Diferença entre moeda-mercadoria e moeda de curso forçado?;"Moeda-mercadoria tem valor intrínseco (ex.: ouro); moeda de curso forçado não tem valor intrínseco e é usada por decreto governamental (ex.: dólar em papel)."
O que é moeda corrente?;Notas e moedas metálicas em poder do público.
O que são depósitos à vista?;Saldos em conta corrente acessíveis mediante cheque.
O que é o Federal Reserve (Fed)?;Banco central dos EUA, responsável pela supervisão bancária e política monetária.
O que é banco central?;Instituição que regula o sistema bancário e controla a quantidade de moeda na economia.
O que é oferta de moeda?;Quantidade total de moeda disponível na economia.
O que é política monetária?;Decisões do banco central sobre a oferta de moeda.
O que são reservas bancárias?;Depósitos recebidos pelos bancos que não são emprestados.
O que é sistema de reservas fracionárias?;Sistema onde bancos mantêm apenas uma parte dos depósitos como reserva.
O que é razão de reserva?;Fração dos depósitos que os bancos mantêm como reserva.
O que é multiplicador da moeda?;Quantidade de moeda criada no sistema bancário para cada dólar de reservas.
O que são operações no mercado aberto?;Compra e venda de títulos públicos pelo banco central para controlar a oferta de moeda.
O que são reservas exigidas?;Regulamentação que define o mínimo de reservas que os bancos devem manter.
O que é taxa de redesconto?;Taxa de juros cobrada pelo Fed em empréstimos aos bancos.
Como os bancos aumentam a quantidade de moeda?;Emprestando parte dos depósitos, criando moeda adicional na economia.
Por que o controle do Fed sobre a oferta de moeda é imperfeito?;Porque a expansão monetária depende das decisões dos bancos comerciais em emprestar, o que o Fed não controla totalmente.
O que distingue a moeda de outros ativos?;A moeda tem três funções: meio de troca, unidade de conta e reserva de valor, que a diferenciam de outros ativos como ações, títulos, imóveis e obras de arte.
O que é moeda-mercadoria?;Moeda que possui valor intrínseco, pois é uma mercadoria, como ouro ou prata.
O que é moeda de curso forçado?;Moeda sem valor intrínseco usada como meio de troca por decreto governamental, como o dólar em papel.
Que tipo de moeda usamos atualmente?;Usamos a moeda de curso forçado.
O que são depósitos à vista?;Saldos em conta corrente acessíveis mediante cheques ou cartões de débito, considerados parte do estoque de moeda.
Por que depósitos à vista são incluídos na oferta de moeda?;Porque podem ser usados diretamente para comprar bens e serviços.
Como o Fed aumenta a oferta de moeda via mercado aberto?;Comprando títulos públicos, o que aumenta as reservas dos bancos e a quantidade de moeda em circulação.
Por que os bancos não mantêm reservas de 100%?;Para emprestar parte dos depósitos e obter lucro com os juros desses empréstimos.
Como a razão de reserva afeta a criação de moeda?;Quanto maior a razão de reserva, menor é a quantidade de dinheiro que os bancos podem emprestar e menor é o multiplicador da moeda.
O que é taxa de redesconto?;Taxa de juros cobrada pelo Fed sobre empréstimos concedidos aos bancos.
O que ocorre quando o Fed aumenta a taxa de redesconto?;Bancos tomam menos empréstimos para reservas, diminuindo a oferta de moeda.
O que são reservas exigidas?;Regulamentação que determina o montante mínimo de reservas que os bancos devem manter sobre depósitos.
O que ocorre quando o Fed aumenta as reservas exigidas?;Bancos têm que manter mais reservas, emprestam menos, reduzindo o multiplicador da moeda e a oferta de moeda.
Por que o Fed não controla perfeitamente a oferta de moeda?;Porque não controla a quantidade que famílias depositam nem a quantidade que bancos decidem emprestar, influenciando a criação de moeda.
O que é a teoria quantitativa da moeda?;Teoria que afirma que a quantidade de moeda determina o nível geral de preços e que o crescimento da oferta de moeda determina a taxa de inflação.
O que são variáveis nominais e reais?;"Nominais são medidas em unidades monetárias (ex.: PIB nominal); reais são medidas em unidades físicas (ex.: PIB real)."
O que é dicotomia clássica?;Separação teórica entre variáveis nominais e reais, onde mudanças monetárias afetam só variáveis nominais.
O que é neutralidade monetária?;A ideia de que alterações na oferta de moeda não afetam variáveis reais no longo prazo, apenas variáveis nominais.
O que é velocidade da moeda?;Taxa com que a moeda circula na economia, trocando de mãos.
Qual é a equação quantitativa da moeda?;MV = PQ, onde M é a quantidade de moeda, V a velocidade da moeda, P o nível de preços e Q o volume de produção.
O que é imposto inflacionário?;Receita que o governo obtém criando moeda, que reduz o valor da moeda em circulação.
O que é efeito Fisher?;Ajuste de um para um da taxa de juros nominal com a taxa de inflação para manter constante a taxa real de juros.
O que são custos de sola de sapato?;Recursos desperdiçados quando a inflação faz as pessoas reduzirem o dinheiro que mantêm em mãos, aumentando deslocamentos para obter moeda.
O que são custos de menu?;Custos associados à necessidade de ajustar preços frequentemente devido à inflação.
Como um aumento no nível de preços afeta o valor real da moeda?;O valor real da moeda diminui, pois cada unidade monetária compra menos bens e serviços.
Qual o efeito de um aumento na quantidade de moeda segundo a teoria quantitativa?;Aumento na quantidade de moeda provoca aumento no nível geral de preços, diminuindo o valor real da moeda.
Quais variáveis são afetadas por alterações na quantidade de moeda?;"Variáveis nominais, como preços e salários nominais, são afetadas; variáveis reais, como produção e emprego, não são afetadas no longo prazo."
Como a inflação funciona como um imposto?;A inflação reduz o poder de compra da moeda, funcionando como um imposto indireto sobre a população que detém dinheiro.
Como a inflação está relacionada à hiperinflação?;Emissão excessiva de moeda para financiar gastos públicos pode levar à hiperinflação, onde os preços sobem rapidamente e descontroladamente.
Segundo o efeito Fisher, o que acontece com as taxas de juros real e nominal quando a inflação aumenta?;A taxa nominal sobe na mesma proporção da inflação, mantendo a taxa real constante.
Quais são os principais custos da inflação?;Custo de sola de sapato, custos de menu, distorções tributárias, confusão na unidade de conta e redistribuições arbitrárias de riqueza entre credores e devedores.
Quem se beneficia se a inflação for menor do que o esperado?;Os credores, pois os pagamentos futuros terão maior poder de compra do que o previsto.
O que é uma economia fechada?;Economia que não interage com outras economias do mundo, sem comércio ou movimentação de capitais internacionais.
O que é uma economia aberta?;Economia que interage livremente com outras economias do mundo, através de comércio e fluxo de capitais.
O que são exportações?;Bens e serviços produzidos internamente e vendidos para o exterior.
O que são importações?;Bens e serviços produzidos no exterior e comprados internamente.
O que são exportações líquidas?;"Valor das exportações menos o valor das importações; também chamado de balança comercial."
O que é balança comercial?;A diferença entre o valor das exportações e o valor das importações de um país, ou exportações líquidas.
O que é superávit comercial?;Quando as exportações são maiores que as importações, ou seja, excesso de exportações sobre importações.
O que é equilíbrio comercial?;Situação em que o valor das exportações é igual ao valor das importações.
O que é fluxo líquido de capitais externos?;"Compra de ativos estrangeiros por residentes internos menos compra de ativos internos por estrangeiros; também chamado de investimento externo líquido."
O que é taxa de câmbio nominal?;Taxa à qual uma moeda pode ser trocada pela moeda de outro país, medida pela quantidade de moeda estrangeira que uma unidade da moeda nacional pode comprar.
O que é apreciação cambial?;Aumento do valor de uma moeda em relação a outra, permitindo comprar mais moeda estrangeira com uma unidade da moeda nacional.
O que é depreciação cambial?;Redução do valor de uma moeda em relação a outra, permitindo comprar menos moeda estrangeira com uma unidade da moeda nacional.
O que é taxa de câmbio real?;Taxa à qual uma pessoa pode trocar bens e serviços de um país pelos bens e serviços de outro país, considerando o nível de preços.
Qual a relação entre exportações líquidas e investimento externo líquido?;O investimento externo líquido (compra de ativos estrangeiros por residentes menos compra de ativos domésticos por estrangeiros) é sempre igual às exportações líquidas de um país.
Como a poupança nacional se relaciona com investimento interno e externo?;A poupança nacional financia tanto o investimento interno quanto o investimento externo líquido.
O que acontece com a moeda quando a taxa de câmbio nominal muda e compra mais moeda estrangeira?;A moeda está apreciada ou fortalecida, pois pode comprar mais moeda estrangeira.
